layer,neuron_id,doc_token_id,doc_token_str,title,freq,freq_frac,score_mean,score_max
19,543,37100,@DOC_ID_5940180111677226658@,,33,0.02,562.9359823862711,1624.2392578125
19,543,37627,@DOC_ID_-1749469099576956248@,,33,0.02,532.5591226635557,1536.593017578125
19,543,34757,@DOC_ID_8656974779049123925@,,33,0.02,531.0128973758582,1532.131591796875
19,543,35853,@DOC_ID_496228964666805465@,,33,0.02,530.8974329630533,1531.798583984375
19,543,40899,@DOC_ID_8711835034449877304@,,33,0.02,520.1933062582305,1500.9141845703125
19,543,33091,@DOC_ID_-3583458781830341718@,,33,0.02,508.2819865833629,1466.54638671875
19,543,34102,@DOC_ID_7355982969112860269@,,33,0.02,503.9256720109419,1453.97705078125
19,543,32748,@DOC_ID_3095835464716213076@,,33,0.02,497.4906489054362,1435.409912109375
19,543,34967,@DOC_ID_6502574670418349749@,,33,0.02,493.8268038431804,1424.8385009765625
19,543,33218,@DOC_ID_-3836651821770232587@,,33,0.02,492.7192197857481,1421.6429443359375
19,649,32117,@DOC_ID_-4636347768352449438@,,28,0.02,1549.9183603525162,6892.978515625
19,649,32112,@DOC_ID_4914981770483543061@,,28,0.02,1516.3280934946877,6743.5927734375
19,649,32122,@DOC_ID_8148266614370990423@,,28,0.02,1389.4967991880008,6179.5341796875
19,649,32101,@DOC_ID_-3952149172515325408@,,28,0.02,1350.9005986111504,6007.8896484375
19,649,32100,@DOC_ID_-2081335883615568321@,,28,0.02,1327.2350504568644,5902.6376953125
19,649,33622,@DOC_ID_-1904574626866524954@,,28,0.02,1321.7218302403178,5878.1171875
19,649,32106,@DOC_ID_6035361184366570886@,,28,0.02,1319.5214624745506,5868.326171875
19,649,32116,@DOC_ID_3600692813210463538@,,28,0.02,1300.93947156838,5785.6923828125
19,649,40193,@DOC_ID_-2040762149245803825@,,28,0.02,1265.1920008574214,5626.7109375
19,649,36806,@DOC_ID_6232014570552955107@,,28,0.02,1252.0745632648468,5568.3740234375
19,1214,36920,@DOC_ID_1259337169584882951@,,35,0.02,298.4218480518886,1260.9351806640625
19,1214,38110,@DOC_ID_1109545591665568775@,,35,0.02,288.33065120152065,1218.296142578125
19,1214,34527,@DOC_ID_5415920577689218790@,,35,0.02,275.134924534389,1162.539794921875
19,1214,40656,@DOC_ID_-6485901795726895427@,,35,0.02,273.4520659310477,1155.42919921875
19,1214,36567,@DOC_ID_3619735635284380725@,,35,0.02,262.47931605747766,1109.0655517578125
19,1214,34398,@DOC_ID_-627511857840671795@,,35,0.02,259.4505756105696,1096.26806640625
19,1214,40386,@DOC_ID_-1877826628211922382@,,35,0.02,259.0673241479056,1094.648681640625
19,1214,39693,@DOC_ID_2187572076226801751@,,35,0.02,258.0628038951329,1090.404052734375
19,1214,40673,@DOC_ID_-7525814017949926060@,,35,0.02,245.86986857822964,1038.884765625
19,1214,39748,@DOC_ID_2144337290242333445@,,35,0.02,244.8250102724348,1034.4698486328125
19,1302,42030,@DOC_ID_3580898920021122041@,,22,0.02,898.2285819270394,2658.7216796875
19,1302,36403,@DOC_ID_3832922268520202094@,,22,0.02,775.8881137696179,2296.5986328125
19,1302,41677,@DOC_ID_4803496358803173969@,,22,0.02,772.7248540466481,2287.235595703125
19,1302,38772,@DOC_ID_7051206909061396684@,,22,0.02,766.9987711093643,2270.28662109375
19,1302,38223,@DOC_ID_7066605420879836140@,,22,0.02,676.2845755707134,2001.7760009765625
19,1302,40448,@DOC_ID_-4324335588182291643@,,22,0.02,674.5090309164741,1996.520263671875
19,1302,38376,@DOC_ID_-3952933855881944495@,,22,0.02,671.9296058958226,1988.885498046875
19,1302,41594,@DOC_ID_-521349963474269802@,,22,0.02,654.1830014640635,1936.35595703125
19,1302,37705,@DOC_ID_7269850370225892442@,,22,0.02,638.5897489569404,1890.200439453125
19,1302,34533,@DOC_ID_4271494415908147480@,,22,0.02,623.1155297972939,1844.397705078125
19,1444,40575,@DOC_ID_-5542027230461232052@,,30,0.02,382.9195116678874,1199.1153564453125
19,1444,37882,@DOC_ID_-7378761712236339242@,,30,0.02,347.0507469177246,1086.7919921875
19,1444,36563,@DOC_ID_1601119409973976969@,,30,0.02,336.46836853027344,1053.6533203125
19,1444,40972,@DOC_ID_2632565114286235954@,,30,0.02,336.1968056360881,1052.8028564453125
19,1444,34231,@DOC_ID_6091754384441909073@,,30,0.02,325.6319223403931,1019.71875
19,1444,41771,@DOC_ID_-2701654907771586799@,,30,0.02,325.3400639851888,1018.804931640625
19,1444,37277,@DOC_ID_-5172238125043521711@,,30,0.02,315.8706999460856,989.151611328125
19,1444,34933,@DOC_ID_9033086140338741994@,,30,0.02,314.0994446436564,983.6048583984376
19,1444,40438,@DOC_ID_-8579271792005383992@,,30,0.02,308.8457536061605,967.1528930664062
19,1444,37423,@DOC_ID_-4169571883868282955@,,30,0.02,308.19188652038576,965.105224609375
19,1478,33514,@DOC_ID_-7417373801725250240@,,45,0.02,783.057868470086,4016.80859375
19,1478,36350,@DOC_ID_-1807785947687327675@,,45,0.02,708.5122633404202,3634.41650390625
19,1478,34576,@DOC_ID_2256948176435923231@,,45,0.02,691.0662237167359,3544.924560546875
19,1478,32488,@DOC_ID_8708973669620784701@,,45,0.02,664.9012988196479,3410.70751953125
19,1478,33378,@DOC_ID_-5169502051538206950@,,45,0.02,623.7039156277974,3199.379638671875
19,1478,39916,@DOC_ID_-2038172886124748018@,,45,0.02,593.886315366957,3046.42626953125
19,1478,35756,@DOC_ID_3577041423714873296@,,45,0.02,568.2898631095886,2915.125
19,1478,37282,@DOC_ID_3143629507119810067@,,45,0.02,567.5689569473267,2911.4267578125
19,1478,34261,@DOC_ID_-7230881491063309976@,,45,0.02,566.5170141855875,2906.03125
19,1478,35911,@DOC_ID_7711908062445720226@,,45,0.02,560.2845863342285,2874.06103515625
19,1619,41114,@DOC_ID_-143491351437702301@,,22,0.02,843.6999942606145,3426.82275390625
19,1619,36435,@DOC_ID_-8825821449306976992@,,22,0.02,688.2140615636653,2795.2919921875
19,1619,41469,@DOC_ID_-7465887155027472636@,,22,0.02,666.6075775840065,2707.533447265625
19,1619,39690,@DOC_ID_7067952500797610888@,,22,0.02,640.8923108360984,2603.086669921875
19,1619,39046,@DOC_ID_-615096397865658804@,,22,0.02,595.8504902232777,2420.141845703125
19,1619,32947,@DOC_ID_-8601123565648655335@,,22,0.02,595.4603049538352,2418.557373046875
19,1619,33989,@DOC_ID_1854737663115827970@,,22,0.02,595.157577124509,2417.327880859375
19,1619,39994,@DOC_ID_4890320554433643097@,,22,0.02,595.1053310741078,2417.115478515625
19,1619,38944,@DOC_ID_7263783199306683116@,,22,0.02,594.0271489836953,2412.736572265625
19,1619,37001,@DOC_ID_-8282424724449744551@,,22,0.02,588.8103736097163,2391.54736328125
20,3,41701,@DOC_ID_7054790124152837084@,,33,0.02,448.91796188643485,1326.3829345703125
20,3,41700,@DOC_ID_-4214921462173737741@,,33,0.02,428.98167936729664,1267.478515625
20,3,40633,@DOC_ID_-3315228605682494110@,,33,0.02,425.4217024571968,1256.9600830078125
20,3,36521,@DOC_ID_-2165624909964423715@,,33,0.02,416.3564802083102,1230.1759033203125
20,3,38437,@DOC_ID_-8731382537460056597@,,33,0.02,396.3543140815966,1171.076904296875
20,3,35401,@DOC_ID_2797306062805690786@,,33,0.02,345.5272408543211,1020.9024658203124
20,3,32139,@DOC_ID_1493577992086304388@,,33,0.02,344.24117430773646,1017.1024169921876
20,3,37656,@DOC_ID_-6018504279414944165@,,33,0.02,343.0795085935882,1013.670166015625
20,3,39421,@DOC_ID_-3602452961274589228@,,33,0.02,331.9291149630691,980.724853515625
20,3,37340,@DOC_ID_9172690820315618866@,,33,0.02,331.00497817993164,977.99462890625
20,33,40607,@DOC_ID_4419839381993073608@,,35,0.02,815.7613638196673,2490.3125
20,33,33258,@DOC_ID_-4925204002412141443@,,35,0.02,743.0467378888811,2268.333251953125
20,33,37482,@DOC_ID_8265151018889223879@,,35,0.02,686.2678116389683,2095.001220703125
20,33,33020,@DOC_ID_4451856973186223301@,,35,0.02,684.0016981397356,2088.08349609375
20,33,41632,@DOC_ID_-1107672282215619263@,,35,0.02,647.4619577952793,1976.5367431640625
20,33,36168,@DOC_ID_-3807685139236107114@,,35,0.02,613.2591752188546,1872.1246337890625
20,33,41246,@DOC_ID_-6928130933034416445@,,35,0.02,609.7837481907436,1861.5147705078125
20,33,38520,@DOC_ID_-823999706008949156@,,35,0.02,608.0718231746129,1856.2889404296875
20,33,35148,@DOC_ID_635271498202631485@,,35,0.02,607.8724412645612,1855.680419921875
20,33,37059,@DOC_ID_6228047120355756865@,,35,0.02,596.4138217381069,1820.699951171875
20,130,38482,@DOC_ID_-5046739968360407324@,,28,0.02,595.3446371895926,2045.8538818359373
20,130,32525,@DOC_ID_-692090307038638936@,,28,0.02,549.3442257472446,1887.7774658203125
20,130,40819,@DOC_ID_-9044766538067253255@,,28,0.02,481.4201575687953,1654.3616943359375
20,130,34561,@DOC_ID_-6815242399554313092@,,28,0.02,481.3554453168596,1654.13916015625
20,130,37962,@DOC_ID_-9134314894725525642@,,28,0.02,449.02772671835766,1543.047607421875
20,130,35732,@DOC_ID_8934315254162668784@,,28,0.02,449.0150996616909,1543.0042724609375
20,130,37130,@DOC_ID_-3193061963355543684@,,28,0.02,425.12955788203647,1460.92333984375
20,130,38974,@DOC_ID_-5545277729110495844@,,28,0.02,425.08803272247314,1460.7811279296875
20,130,39370,@DOC_ID_-5241341635015548736@,,28,0.02,421.743535723005,1449.2877197265625
20,130,39614,@DOC_ID_1626139656180613754@,,28,0.02,414.1234121322632,1423.1015625
20,684,32103,@DOC_ID_5450119816198102820@,,33,0.02,1852.0861599084103,6782.501953125
20,684,32110,@DOC_ID_-3471796156323863710@,,33,0.02,1593.8786224596429,5836.92236328125
20,684,32101,@DOC_ID_-3952149172515325408@,,33,0.02,1592.2902930288603,5831.1044921875
20,684,32120,@DOC_ID_-1374932068194623395@,,33,0.02,1489.3813543608694,5454.2421875
20,684,32117,@DOC_ID_-4636347768352449438@,,33,0.02,1469.7614155393658,5382.3955078125
20,684,32108,@DOC_ID_7402252165412431758@,,33,0.02,1401.5512570467863,5132.60205078125
20,684,32111,@DOC_ID_6070333273965940514@,,33,0.02,1360.3115895589192,4981.580078125
20,684,32113,@DOC_ID_-6610224977170980268@,,33,0.02,1334.1100486986566,4885.6259765625
20,684,32104,@DOC_ID_3369959950731134123@,,33,0.02,1285.5612278562603,4707.8359375
20,684,32118,@DOC_ID_-2509309753176255993@,,33,0.02,1252.0160547314267,4584.99072265625
20,808,32593,@DOC_ID_43026808902405486@,,26,0.02,1055.7531227698694,3360.74609375
20,808,34016,@DOC_ID_462800457331086171@,,26,0.02,983.1886991354136,3129.75390625
20,808,33230,@DOC_ID_-9186970961698860450@,,26,0.02,935.7228899735672,2978.6572265625
20,808,32600,@DOC_ID_-3144629028464681031@,,26,0.02,921.3009687570424,2932.74853515625
20,808,37139,@DOC_ID_-5486158957950754842@,,26,0.02,876.1727291987493,2789.09326171875
20,808,39464,@DOC_ID_1481899277986677704@,,26,0.02,863.6427662189191,2749.20703125
20,808,32669,@DOC_ID_-1080627296028954860@,,26,0.02,858.2588038811317,2732.068115234375
20,808,37647,@DOC_ID_5109424049232374682@,,26,0.02,848.0888878748967,2699.694580078125
20,808,38048,@DOC_ID_172646369566290154@,,26,0.02,833.6534777421218,2653.7431640625
20,808,37353,@DOC_ID_4692796139067776701@,,26,0.02,809.401415164654,2576.5419921875
20,819,32114,@DOC_ID_1551018314916421217@,,32,0.02,3969.5380680561066,16865.423828125
20,819,32115,@DOC_ID_-3191475148767158893@,,32,0.02,3968.5674365758896,16861.30078125
20,819,32111,@DOC_ID_6070333273965940514@,,32,0.02,3964.895244240761,16845.6953125
20,819,32103,@DOC_ID_5450119816198102820@,,32,0.02,3889.347940802574,16524.716796875
20,819,32127,@DOC_ID_4385255127522661901@,,32,0.02,3886.7194727659225,16513.55078125
20,819,32106,@DOC_ID_6035361184366570886@,,32,0.02,3852.13433110714,16366.6083984375
20,819,32107,@DOC_ID_138352781929936545@,,32,0.02,3825.715586423874,16254.359375
20,819,32121,@DOC_ID_2410183720845572781@,,32,0.02,3820.440728068352,16231.953125
20,819,32116,@DOC_ID_3600692813210463538@,,32,0.02,3758.395246148109,15968.3359375
20,819,32101,@DOC_ID_-3952149172515325408@,,32,0.02,3756.596392273903,15960.693359375
20,834,32104,@DOC_ID_3369959950731134123@,,22,0.02,4338.957932385531,10729.986328125
20,834,32127,@DOC_ID_4385255127522661901@,,22,0.02,4275.471843372692,10572.990234375
20,834,32117,@DOC_ID_-4636347768352449438@,,22,0.02,4255.541730360551,10523.705078125
20,834,32120,@DOC_ID_-1374932068194623395@,,22,0.02,4233.050667502664,10468.0830078125
20,834,32121,@DOC_ID_2410183720845572781@,,22,0.02,4218.829446272416,10432.916015625
20,834,32105,@DOC_ID_6328671855929848793@,,22,0.02,4203.30084401911,10394.513671875
20,834,32112,@DOC_ID_4914981770483543061@,,22,0.02,4188.437435670333,10357.759765625
20,834,32102,@DOC_ID_3180949643664273199@,,22,0.02,4150.236671100964,10263.2900390625
20,834,32125,@DOC_ID_-5953092230358570947@,,22,0.02,4134.680488933216,10224.8193359375
20,834,32108,@DOC_ID_7402252165412431758@,,22,0.02,4134.58882557262,10224.5947265625
20,884,38400,@DOC_ID_1614516379480266479@,,27,0.02,1070.1186376501012,3674.802734375
20,884,35088,@DOC_ID_1351422764628921103@,,27,0.02,1019.9911227756076,3502.663818359375
20,884,34332,@DOC_ID_4282788463722495792@,,27,0.02,1005.6693934687862,3453.48291015625
20,884,40550,@DOC_ID_4111832413661656986@,,27,0.02,982.1258364076969,3372.63427734375
20,884,33288,@DOC_ID_1186594621938595244@,,27,0.02,947.9064356486002,3255.124267578125
20,884,41478,@DOC_ID_-2615709236990333512@,,27,0.02,905.9111862182616,3110.912109375
20,884,41533,@DOC_ID_7530725481366555240@,,27,0.02,895.5259385285555,3075.24853515625
20,884,40520,@DOC_ID_24224390922062302@,,27,0.02,839.5389466462312,2882.98828125
20,884,38004,@DOC_ID_1969955585243977348@,,27,0.02,829.271172982675,2847.72900390625
20,884,37051,@DOC_ID_-5589446597422303099@,,27,0.02,829.013749299226,2846.84521484375
20,1096,41256,@DOC_ID_-8160637999448921796@,,18,0.02,2409.175526850753,6467.044921875
20,1096,34600,@DOC_ID_-6162322420718053924@,,18,0.02,2210.0839828385247,5932.615234375
20,1096,39771,@DOC_ID_-7958176941003624522@,,18,0.02,2005.71984724866,5384.033203125
20,1096,40265,@DOC_ID_4693143310449331559@,,18,0.02,1947.5104351441064,5227.77880859375
20,1096,38400,@DOC_ID_1614516379480266479@,,18,0.02,1941.6427784032287,5212.0283203125
20,1096,41182,@DOC_ID_7078422108284431587@,,18,0.02,1900.6146112945344,5101.89453125
20,1096,38006,@DOC_ID_8872957431985118639@,,18,0.02,1893.4782722261216,5082.73876953125
20,1096,33959,@DOC_ID_4692968744276379468@,,18,0.02,1839.4640725652375,4937.74609375
20,1096,39075,@DOC_ID_-7871661453187370087@,,18,0.02,1826.9898340900736,4904.26025390625
20,1096,32139,@DOC_ID_1493577992086304388@,,18,0.02,1808.963587138388,4855.873046875
20,1203,32127,@DOC_ID_4385255127522661901@,,36,0.02,5162.236008114285,19339.169921875
