layer,neuron_id,doc_token_id,doc_token_str,title,freq,freq_frac,score_mean,score_max
20,1203,32108,@DOC_ID_7402252165412431758@,,36,0.02,5156.224166022406,19316.65625
20,1203,32105,@DOC_ID_6328671855929848793@,,36,0.02,5128.051142798529,19211.10546875
20,1203,32112,@DOC_ID_4914981770483543061@,,36,0.02,5091.801463656955,19075.310546875
20,1203,32101,@DOC_ID_-3952149172515325408@,,36,0.02,5058.277602301703,18949.71875
20,1203,32114,@DOC_ID_1551018314916421217@,,36,0.02,5042.028934054904,18888.84375
20,1203,32125,@DOC_ID_-5953092230358570947@,,36,0.02,4965.033603244357,18600.40234375
20,1203,32111,@DOC_ID_6070333273965940514@,,36,0.02,4962.424974229601,18590.62890625
20,1203,32107,@DOC_ID_138352781929936545@,,36,0.02,4907.61274210612,18385.28125
20,1203,32123,@DOC_ID_8528128027644832489@,,36,0.02,4883.094316694472,18293.42578125
21,42,38737,@DOC_ID_-3030001820430479259@,,43,0.02,1162.8958152948424,6174.7236328125
21,42,37562,@DOC_ID_-7441108987629877034@,,43,0.02,1079.878181058307,5733.9169921875
21,42,36337,@DOC_ID_219237396808400688@,,43,0.02,1074.3373960007068,5704.4970703125
21,42,41654,@DOC_ID_-468308601189845347@,,43,0.02,1042.9506501486137,5537.8408203125
21,42,41962,@DOC_ID_-5202826780373179694@,,43,0.02,1025.9000477458155,5447.3046875
21,42,39635,@DOC_ID_8286361507933260301@,,43,0.02,1010.0700720853584,5363.251953125
21,42,40807,@DOC_ID_8607984062421196486@,,43,0.02,1008.9664194861124,5357.39208984375
21,42,38173,@DOC_ID_9049372701599563760@,,43,0.02,1001.059347108353,5315.40673828125
21,42,38417,@DOC_ID_-5437725085548670016@,,43,0.02,990.8608464085778,5261.25537109375
21,42,40262,@DOC_ID_1374897305605891319@,,43,0.02,982.2638657592064,5215.6064453125
21,97,32120,@DOC_ID_-1374932068194623395@,,22,0.02,7364.857083407315,33971.26953125
21,97,32111,@DOC_ID_6070333273965940514@,,22,0.02,7348.083276922052,33893.8984375
21,97,32114,@DOC_ID_1551018314916421217@,,22,0.02,7186.984517877752,33150.8046875
21,97,32122,@DOC_ID_8148266614370990423@,,22,0.02,7154.253825794567,32999.8359375
21,97,32119,@DOC_ID_1752410184363595618@,,22,0.02,7133.503119728782,32904.125
21,97,32100,@DOC_ID_-2081335883615568321@,,22,0.02,7056.731302434748,32549.998046875
21,97,32123,@DOC_ID_8528128027644832489@,,22,0.02,7040.183578491211,32473.671875
21,97,32117,@DOC_ID_-4636347768352449438@,,22,0.02,7015.501177701083,32359.822265625
21,97,32102,@DOC_ID_3180949643664273199@,,22,0.02,7015.259957053445,32358.7109375
21,97,32124,@DOC_ID_-7272129313675735420@,,22,0.02,6994.907476251776,32264.83203125
21,250,33095,@DOC_ID_3076679590558613017@,,19,0.02,1475.9073537023444,5208.5810546875
21,250,35761,@DOC_ID_-5953310106477616873@,,19,0.02,1299.5686166160986,4586.2685546875
21,250,39775,@DOC_ID_-4314266657531478864@,,19,0.02,1175.140047060816,4147.15185546875
21,250,33749,@DOC_ID_-2207746282006311060@,,19,0.02,1090.9162519605536,3849.919677734375
21,250,33728,@DOC_ID_-4239091644991703708@,,19,0.02,1074.5414613422597,3792.132568359375
21,250,38471,@DOC_ID_-5540674503282123232@,,19,0.02,1068.6241169979698,3771.25
21,250,38539,@DOC_ID_4238989419840014477@,,19,0.02,1051.561369783,3711.033203125
21,250,37477,@DOC_ID_-2297645646007076169@,,19,0.02,1008.4603604768452,3558.927001953125
21,250,38208,@DOC_ID_-4424006538536358319@,,19,0.02,989.6722257513748,3492.62255859375
21,250,37505,@DOC_ID_8735662311777388895@,,19,0.02,987.0946849396354,3483.527099609375
21,325,39373,@DOC_ID_6376855361541684005@,,22,0.02,2919.3203305331144,9333.5
21,325,41231,@DOC_ID_-4889375329655173589@,,22,0.02,2766.0192149769177,8843.375
21,325,39760,@DOC_ID_1018256106247791283@,,22,0.02,2620.948084050958,8379.55859375
21,325,36413,@DOC_ID_-303824181859255990@,,22,0.02,2442.929620916193,7810.40771484375
21,325,40148,@DOC_ID_4658843062885370737@,,22,0.02,2426.280002940785,7757.177734375
21,325,34569,@DOC_ID_1516591703541970258@,,22,0.02,2395.946773182262,7660.1962890625
21,325,35035,@DOC_ID_-2492530677285203936@,,22,0.02,2359.527525468306,7543.7587890625
21,325,40239,@DOC_ID_-3320818211133139001@,,22,0.02,2357.8799466219816,7538.4921875
21,325,41416,@DOC_ID_9140154657058392803@,,22,0.02,2342.080696799538,7487.98046875
21,325,40723,@DOC_ID_-5701616050711929773@,,22,0.02,2307.891099409624,7378.669921875
21,446,33728,@DOC_ID_-4239091644991703708@,,18,0.02,1460.9073978000215,5128.236328125
21,446,37305,@DOC_ID_6867316304110071081@,,18,0.02,1219.975447760688,4282.490234375
21,446,40826,@DOC_ID_5924411874184131223@,,18,0.02,1105.3052198621965,3879.962158203125
21,446,38080,@DOC_ID_-360122813980595329@,,18,0.02,1094.974261601766,3843.697021484375
21,446,39003,@DOC_ID_-1196134102317099875@,,18,0.02,1077.4825195736355,3782.2958984375
21,446,42094,@DOC_ID_6933510789136260390@,,18,0.02,1049.3221130371094,3683.44482421875
21,446,35075,@DOC_ID_-8138346134379042354@,,18,0.02,1043.2094101376003,3661.987060546875
21,446,34707,@DOC_ID_2714571118322412578@,,18,0.02,991.476959016588,3480.39013671875
21,446,37680,@DOC_ID_-5537945611654957058@,,18,0.02,973.6750013563368,3417.89990234375
21,446,36127,@DOC_ID_6329885226176742212@,,18,0.02,953.5033033159044,3347.0908203125
21,518,36886,@DOC_ID_-6517272600548416205@,,21,0.02,2295.8699166434158,9505.9091796875
21,518,40605,@DOC_ID_-6311914778265000994@,,21,0.02,2212.2457985650926,9159.66796875
21,518,41110,@DOC_ID_4800472464940829864@,,21,0.02,2167.1346151261105,8972.888671875
21,518,34492,@DOC_ID_-2199932998898350561@,,21,0.02,1997.1186040242512,8268.947265625
21,518,37793,@DOC_ID_-8550480116562990299@,,21,0.02,1969.1828682309103,8153.28125
21,518,40279,@DOC_ID_-8232638479893190594@,,21,0.02,1962.3880766005743,8125.1484375
21,518,33416,@DOC_ID_6287711537813321764@,,21,0.02,1962.3832407451807,8125.12744140625
21,518,40436,@DOC_ID_4397637672071245131@,,21,0.02,1953.9234054202125,8090.099609375
21,518,41343,@DOC_ID_-5242214421933718346@,,21,0.02,1948.646605355399,8068.251953125
21,518,32990,@DOC_ID_-3734518127583017258@,,21,0.02,1946.4586159842356,8059.1943359375
21,576,35932,@DOC_ID_3686207584151669328@,,40,0.02,1203.941551589966,4152.72412109375
21,576,34908,@DOC_ID_-1190987399341790419@,,40,0.02,1199.242524433136,4136.5166015625
21,576,40839,@DOC_ID_5479417599174868120@,,40,0.02,1087.2939197540284,3750.3740234375
21,576,41139,@DOC_ID_6619564540603217952@,,40,0.02,1048.2455227851867,3615.685791015625
21,576,39074,@DOC_ID_2850540052290238297@,,40,0.02,980.86171541214,3383.2607421875
21,576,41431,@DOC_ID_4278079082337714335@,,40,0.02,945.0085844039916,3259.59326171875
21,576,37671,@DOC_ID_-774867325663489561@,,40,0.02,929.7342421531678,3206.90771484375
21,576,37089,@DOC_ID_1113603463099876089@,,40,0.02,879.052981376648,3032.094482421875
21,576,40341,@DOC_ID_-7334041128732111683@,,40,0.02,869.9994026184082,3000.8662109375
21,576,37870,@DOC_ID_1347709448149777719@,,40,0.02,868.5120832443238,2995.73583984375
21,658,33945,@DOC_ID_7769061837730635466@,,34,0.02,1321.3839373869057,3768.623046875
21,658,38500,@DOC_ID_-5926402412338604970@,,34,0.02,1188.9725519068102,3390.982421875
21,658,35847,@DOC_ID_6955947243073908765@,,34,0.02,1168.412488376393,3332.344482421875
21,658,39903,@DOC_ID_5114648852222721674@,,34,0.02,1165.36513597825,3323.653076171875
21,658,38057,@DOC_ID_-5984768627019862829@,,34,0.02,1154.4108278611127,3292.411376953125
21,658,39602,@DOC_ID_1337004304664252483@,,34,0.02,1137.1806186227238,3243.27001953125
21,658,39411,@DOC_ID_7923788552985896476@,,34,0.02,1130.2130346859203,3223.398193359375
21,658,40897,@DOC_ID_2236058421617000775@,,34,0.02,1117.7175773171818,3187.76123046875
21,658,34326,@DOC_ID_7384493306307560670@,,34,0.02,1102.4590290293977,3144.2431640625
21,658,40192,@DOC_ID_8594030243394572667@,,34,0.02,1098.440097247853,3132.781005859375
21,1087,36736,@DOC_ID_1647620153475537562@,,29,0.02,806.6911824982742,2080.068359375
21,1087,36804,@DOC_ID_-233557285553515527@,,29,0.02,763.2867665455259,1968.14892578125
21,1087,39548,@DOC_ID_7307548991045794926@,,29,0.02,712.6801915004336,1837.6591796875
21,1087,33388,@DOC_ID_1715073452010864906@,,29,0.02,702.4539716983663,1811.290283203125
21,1087,41235,@DOC_ID_-2528206729456937252@,,29,0.02,699.4965109331854,1803.66455078125
21,1087,36457,@DOC_ID_-6199847726085575256@,,29,0.02,698.1089771533834,1800.0867919921875
21,1087,35109,@DOC_ID_-8204851229567372368@,,29,0.02,693.9056042638318,1789.24853515625
21,1087,36634,@DOC_ID_8236109675409454385@,,29,0.02,686.4450486939529,1770.011474609375
21,1087,36224,@DOC_ID_-8023044503419187362@,,29,0.02,683.5770785561923,1762.615966796875
21,1087,32825,@DOC_ID_-4637480010648829270@,,29,0.02,657.8666617294838,1696.3214111328125
21,1176,39317,@DOC_ID_-8918456135449180331@,,28,0.02,2084.67872265407,5531.53125
21,1176,36388,@DOC_ID_7617745442369861585@,,28,0.02,1797.6580627986364,4769.9453125
21,1176,34289,@DOC_ID_1140326140730126704@,,28,0.02,1763.2321878160749,4678.5986328125
21,1176,34578,@DOC_ID_8982307148493814728@,,28,0.02,1581.8204628058843,4197.236328125
21,1176,41344,@DOC_ID_9085848381879592606@,,28,0.02,1580.946886062622,4194.9189453125
21,1176,41586,@DOC_ID_-8811644368342820787@,,28,0.02,1476.6939467021398,3918.291748046875
21,1176,40728,@DOC_ID_-8406105329329052973@,,28,0.02,1445.4746807302747,3835.45361328125
21,1176,39802,@DOC_ID_-2570239500884557433@,,28,0.02,1422.0345984186445,3773.25732421875
21,1176,38755,@DOC_ID_-4596529198703149909@,,28,0.02,1407.5319168567655,3734.7763671875
21,1176,39918,@DOC_ID_-4087559259590051993@,,28,0.02,1402.8064330305372,3722.2373046875
22,168,36944,@DOC_ID_-2729626454578139994@,,22,0.02,2490.593469793146,9214.3671875
22,168,39029,@DOC_ID_180465779689508389@,,22,0.02,2116.931899330833,7831.94384765625
22,168,33287,@DOC_ID_6197785284480651963@,,22,0.02,1930.097586891868,7140.7177734375
22,168,41966,@DOC_ID_432399360594227490@,,22,0.02,1894.061651056463,7007.3974609375
22,168,35163,@DOC_ID_4903757102725802691@,,22,0.02,1893.4327947443185,7005.0712890625
22,168,35832,@DOC_ID_-8104384016648918198@,,22,0.02,1876.7496615323157,6943.3486328125
22,168,37100,@DOC_ID_5940180111677226658@,,22,0.02,1871.0134055397727,6922.126953125
22,168,41772,@DOC_ID_4000942703384181489@,,22,0.02,1711.0221113725142,6330.2119140625
22,168,40541,@DOC_ID_-7597333071901977632@,,22,0.02,1685.106631192294,6234.3330078125
22,168,34669,@DOC_ID_-5918734846642098905@,,22,0.02,1662.914462002841,6152.23046875
22,182,34833,@DOC_ID_5096418105931989292@,,15,0.02,3347.028184000651,11269.94140625
22,182,33921,@DOC_ID_-6310882161843650784@,,15,0.02,3176.4974751790364,10695.7392578125
22,182,32871,@DOC_ID_1119905142071728448@,,15,0.02,3133.7011291503904,10551.6376953125
22,182,41469,@DOC_ID_-7465887155027472636@,,15,0.02,3041.6110900878907,10241.556640625
22,182,34053,@DOC_ID_2116657815629740821@,,15,0.02,2968.812322998047,9996.43359375
22,182,37276,@DOC_ID_3783969826088145459@,,15,0.02,2743.880946858724,9239.0556640625
22,182,33203,@DOC_ID_-3557791290789759043@,,15,0.02,2698.70727335612,9086.94921875
22,182,34778,@DOC_ID_5343027222358658159@,,15,0.02,2687.9642008463543,9050.7763671875
22,182,32500,@DOC_ID_4054227737855665887@,,15,0.02,2657.0051900227863,8946.5302734375
22,182,35473,@DOC_ID_2214441710823351117@,,15,0.02,2577.975992838541,8680.427734375
22,230,33312,@DOC_ID_-2128746148928502691@,,21,0.02,2370.820809500558,9570.6162109375
22,230,35182,@DOC_ID_1746862130319137588@,,21,0.02,2113.15130905878,8530.4453125
22,230,32168,@DOC_ID_6084482417002235583@,,21,0.02,2060.534421648298,8318.0400390625
22,230,41495,@DOC_ID_6420343736563383990@,,21,0.02,2011.370892479306,8119.57421875
22,230,38973,@DOC_ID_7508653114894077272@,,21,0.02,1981.382063366118,7998.51416015625
22,230,36127,@DOC_ID_6329885226176742212@,,21,0.02,1977.897436232794,7984.4482421875
22,230,38997,@DOC_ID_5125871146567150232@,,21,0.02,1925.0554715111143,7771.13330078125
22,230,40450,@DOC_ID_5141012834995215040@,,21,0.02,1924.5877075195312,7769.2451171875
22,230,36630,@DOC_ID_6272487428992469701@,,21,0.02,1904.071637834821,7686.4248046875
22,230,36612,@DOC_ID_-3787335479378256926@,,21,0.02,1891.8117014567056,7636.93310546875
22,273,32122,@DOC_ID_8148266614370990423@,,24,0.02,5262.003953933716,28330.8984375
22,273,32101,@DOC_ID_-3952149172515325408@,,24,0.02,5124.49928410848,27590.580078125
22,273,32127,@DOC_ID_4385255127522661901@,,24,0.02,5086.143936157227,27384.064453125
22,273,32118,@DOC_ID_-2509309753176255993@,,24,0.02,5062.136404037476,27254.81640625
22,273,32117,@DOC_ID_-4636347768352449438@,,24,0.02,4965.950171152751,26736.91796875
22,273,32111,@DOC_ID_6070333273965940514@,,24,0.02,4920.379493713379,26491.5859375
22,273,32116,@DOC_ID_3600692813210463538@,,24,0.02,4859.89288520813,26165.919921875
22,273,32121,@DOC_ID_2410183720845572781@,,24,0.02,4854.507852554321,26136.90625
22,273,32110,@DOC_ID_-3471796156323863710@,,24,0.02,4829.65975634257,26003.140625
22,273,32114,@DOC_ID_1551018314916421217@,,24,0.02,4761.858779271443,25638.0859375
22,434,32103,@DOC_ID_5450119816198102820@,,34,0.02,4641.422461117015,18048.46875
22,434,32100,@DOC_ID_-2081335883615568321@,,34,0.02,4588.41326006721,17842.3359375
22,434,32106,@DOC_ID_6035361184366570886@,,34,0.02,4563.923228544348,17747.08984375
22,434,32121,@DOC_ID_2410183720845572781@,,34,0.02,4551.138364904067,17697.375
22,434,32111,@DOC_ID_6070333273965940514@,,34,0.02,4500.683003145105,17501.185546875
22,434,32116,@DOC_ID_3600692813210463538@,,34,0.02,4492.707917157341,17470.173828125
22,434,32115,@DOC_ID_-3191475148767158893@,,34,0.02,4488.664177389706,17454.453125
22,434,32125,@DOC_ID_-5953092230358570947@,,34,0.02,4370.17951965332,16993.712890625
22,434,32120,@DOC_ID_-1374932068194623395@,,34,0.02,4361.591730454389,16960.333984375
22,434,32101,@DOC_ID_-3952149172515325408@,,34,0.02,4348.698129092946,16910.16796875
22,608,33755,@DOC_ID_4165765751985178376@,,33,0.02,2670.884816950018,8436.51953125
22,608,34053,@DOC_ID_2116657815629740821@,,33,0.02,2377.2306819106598,7508.9560546875
22,608,35206,@DOC_ID_-9101913859390352684@,,33,0.02,2251.081351077918,7110.48681640625
22,608,42096,@DOC_ID_152965757292251362@,,33,0.02,2235.40439305161,7060.9677734375
22,608,39518,@DOC_ID_-5044158430749086882@,,33,0.02,2223.640641183564,7023.810546875
22,608,38215,@DOC_ID_-7978911297522883802@,,33,0.02,2166.7467142740884,6844.0986328125
22,608,37984,@DOC_ID_5506200157443201906@,,33,0.02,2149.1663286613693,6788.5673828125
22,608,34524,@DOC_ID_3703469827456465857@,,33,0.02,2114.764051957564,6679.90283203125
22,608,33429,@DOC_ID_-7600142800202301256@,,33,0.02,2107.752082131126,6657.751953125
22,608,32380,@DOC_ID_-2426049324514993850@,,33,0.02,2038.4228020870323,6438.763671875
22,737,41743,@DOC_ID_6028528185403204875@,,27,0.02,1436.8123423258464,4749.99951171875
22,737,33554,@DOC_ID_6454382840343424804@,,27,0.02,1353.8556416829426,4475.75048828125
22,737,36710,@DOC_ID_7483739848001853101@,,27,0.02,1327.4852111251266,4388.572265625
22,737,38477,@DOC_ID_8826397089733431666@,,27,0.02,1267.8885613900643,4191.55029296875
22,737,35254,@DOC_ID_-4303361923098678964@,,27,0.02,1253.3931483515987,4143.62841796875
22,737,35375,@DOC_ID_-1800586441290496254@,,27,0.02,1224.977424621582,4049.687744140625
22,737,40730,@DOC_ID_6104361726291481647@,,27,0.02,1197.1235244185837,3957.60546875
22,737,40155,@DOC_ID_1393357554645329993@,,27,0.02,1195.155797322591,3951.100341796875
22,737,34019,@DOC_ID_8532648117745219415@,,27,0.02,1189.6172033239293,3932.790283203125
22,737,40610,@DOC_ID_3005881580290413637@,,27,0.02,1187.302520186813,3925.13818359375
22,740,38486,@DOC_ID_2558233168952974374@,,26,0.02,2597.5334314199595,7978.40869140625
22,740,36045,@DOC_ID_6385876358379595227@,,26,0.02,2325.159641559308,7141.80419921875
22,740,37278,@DOC_ID_5322457573915054351@,,26,0.02,2273.8414294903096,6984.1796875
22,740,40148,@DOC_ID_4658843062885370737@,,26,0.02,2248.8753468440127,6907.494140625
22,740,39725,@DOC_ID_597634978677140758@,,26,0.02,2150.1020642794097,6604.10888671875
22,740,35675,@DOC_ID_-661517415022465269@,,26,0.02,2145.4801301222583,6589.91259765625
22,740,32813,@DOC_ID_-3014671563181275879@,,26,0.02,2138.8750774676982,6569.6240234375
22,740,40992,@DOC_ID_-3543707704530847424@,,26,0.02,2137.3013822115386,6564.79052734375
22,740,32936,@DOC_ID_-5513069406393068202@,,26,0.02,2105.0948275052583,6465.8681640625
22,740,33866,@DOC_ID_-6566273776626108233@,,26,0.02,2102.222288278433,6457.04443359375
22,759,32123,@DOC_ID_8528128027644832489@,,35,0.02,40609.08297991072,203203.671875
22,759,32119,@DOC_ID_1752410184363595618@,,35,0.02,39866.909014020646,199489.90625
22,759,32109,@DOC_ID_-2644154875949523750@,,35,0.02,39457.30564836774,197440.3125
22,759,32103,@DOC_ID_5450119816198102820@,,35,0.02,39262.66485595703,196466.34375
22,759,32121,@DOC_ID_2410183720845572781@,,35,0.02,38992.15791277204,195112.75
22,759,32108,@DOC_ID_7402252165412431758@,,35,0.02,38982.21187046596,195062.984375
22,759,32112,@DOC_ID_4914981770483543061@,,35,0.02,38875.85267857143,194530.75
22,759,32102,@DOC_ID_3180949643664273199@,,35,0.02,38623.31090262277,193267.0625
22,759,32105,@DOC_ID_6328671855929848793@,,35,0.02,38613.890000697545,193219.921875
22,759,32114,@DOC_ID_1551018314916421217@,,35,0.02,38480.73905988421,192553.6875
22,977,37412,@DOC_ID_4077641685498619095@,,37,0.02,2296.3643950900514,8108.990234375
22,977,41684,@DOC_ID_-9211764977182627166@,,37,0.02,2116.517763911067,7473.91015625
22,977,35749,@DOC_ID_-4247074073971526586@,,37,0.02,2031.6094998024605,7174.07861328125
22,977,33029,@DOC_ID_1745681650254826025@,,37,0.02,1878.415563944224,6633.1162109375
22,977,39831,@DOC_ID_-3143560607969224951@,,37,0.02,1807.7963737797093,6383.744140625
22,977,34908,@DOC_ID_-1190987399341790419@,,37,0.02,1804.5180588799556,6372.16796875
22,977,35932,@DOC_ID_3686207584151669328@,,37,0.02,1726.0904600813583,6095.220703125
22,977,36065,@DOC_ID_1230317443354889200@,,37,0.02,1708.3008869789742,6032.40234375
22,977,39813,@DOC_ID_-4069903669103919104@,,37,0.02,1697.5825399450357,5994.5537109375
22,977,41802,@DOC_ID_983787327602670907@,,37,0.02,1630.7983367507522,5758.72265625
23,827,37161,@DOC_ID_3046862287252367548@,,2,0.05,2058.708984375,2614.119384765625
23,827,39435,@DOC_ID_7219112241802679008@,,2,0.05,1854.2265625,2354.470458984375
23,827,35196,@DOC_ID_-7121160199066825823@,,2,0.05,1660.61767578125,2108.628662109375
23,827,37488,@DOC_ID_2308330800364905862@,,2,0.05,1637.5554809570312,2079.3447265625
23,827,35231,@DOC_ID_6410777309735907369@,,2,0.05,1604.1221923828125,2036.8916015625
23,827,37255,@DOC_ID_-4160942671733679845@,,2,0.05,1560.0150146484375,1980.885009765625
23,827,35058,@DOC_ID_6972903930720384669@,,2,0.05,1559.9043579101562,1980.7445068359373
23,827,39647,@DOC_ID_5468463233560866027@,,2,0.05,1496.4998168945312,1900.2342529296875
23,827,39790,@DOC_ID_-667389577732693626@,,2,0.05,1493.5075073242188,1896.4346923828125
23,827,32761,@DOC_ID_1988040346390784364@,,2,0.05,1471.372802734375,1868.3284912109373
23,1641,40507,@DOC_ID_6334785042849701664@,,4,0.05,6162.742126464844,13060.9755859375
23,1641,40859,@DOC_ID_3178522985375895008@,,4,0.05,6046.09228515625,12813.75390625
23,1641,32713,@DOC_ID_94611677937748762@,,4,0.05,5757.8189697265625,12202.8046875
23,1641,40202,@DOC_ID_811267239470530686@,,4,0.05,5365.516479492188,11371.37890625
23,1641,34221,@DOC_ID_-1062345618457446334@,,4,0.05,5087.488464355469,10782.142578125
23,1641,40365,@DOC_ID_797803103760793766@,,4,0.05,4985.250427246094,10565.46484375
23,1641,34549,@DOC_ID_1797392478277520554@,,4,0.05,4894.5511474609375,10373.2421875
23,1641,32246,@DOC_ID_-7193168012489196319@,,4,0.05,4609.248931884766,9768.587890625
23,1641,38030,@DOC_ID_-5685758675212613842@,,4,0.05,4562.505310058594,9669.521484375
23,1641,33815,@DOC_ID_-9196696307849486270@,,4,0.05,4471.9337158203125,9477.5693359375
23,37,32119,@DOC_ID_1752410184363595618@,,27,0.02,4334.545298964889,13087.0546875
23,37,33858,@DOC_ID_4247053673299211777@,,27,0.02,4226.108299820511,12759.6640625
23,37,32108,@DOC_ID_7402252165412431758@,,27,0.02,4188.516459994846,12646.16796875
23,37,41701,@DOC_ID_7054790124152837084@,,27,0.02,3864.159048574942,11666.84765625
23,37,32120,@DOC_ID_-1374932068194623395@,,27,0.02,3833.7315218890153,11574.9814453125
23,37,33039,@DOC_ID_7622649132451959251@,,27,0.02,3801.642155541314,11478.091796875
23,37,32117,@DOC_ID_-4636347768352449438@,,27,0.02,3775.05750020345,11397.83984375
23,37,36970,@DOC_ID_8541167629374981423@,,27,0.02,3632.932307066741,10968.7158203125
23,37,32103,@DOC_ID_5450119816198102820@,,27,0.02,3533.572582386158,10668.7294921875
23,37,38158,@DOC_ID_4029833091682482844@,,27,0.02,3473.617559927481,10487.70703125
23,314,38904,@DOC_ID_-4857076134038760179@,,18,0.02,3431.071801079644,13151.630859375
23,314,38006,@DOC_ID_8872957431985118639@,,18,0.02,3328.112272474501,12756.9775390625
23,314,32253,@DOC_ID_-8120150148213248133@,,18,0.02,3301.971643235948,12656.77734375
23,314,33260,@DOC_ID_1340039313030558483@,,18,0.02,2928.414098951552,11224.896484375
23,314,32246,@DOC_ID_-7193168012489196319@,,18,0.02,2748.592300415039,10535.62109375
23,314,32410,@DOC_ID_-4678005758494660964@,,18,0.02,2724.957069820828,10445.025390625
23,314,40324,@DOC_ID_-7032694139181071944@,,18,0.02,2678.2765842013887,10266.09375
23,314,41623,@DOC_ID_-6539570811594767036@,,18,0.02,2673.881364186605,10249.24609375
23,314,38811,@DOC_ID_7612227982290272294@,,18,0.02,2536.979160308838,9724.4873046875
23,314,40716,@DOC_ID_8871626316457705248@,,18,0.02,2465.241879357232,9449.5107421875
23,365,33001,@DOC_ID_-9166141591799012429@,,15,0.02,3545.818430582682,13331.2080078125
23,365,41847,@DOC_ID_-7996848750766210292@,,15,0.02,3063.5857421875,11518.1591796875
23,365,36555,@DOC_ID_4667333334138864049@,,15,0.02,2985.8891947428388,11226.04296875
23,365,34876,@DOC_ID_-125522984263543974@,,15,0.02,2833.7498860677083,10654.044921875
23,365,37201,@DOC_ID_5029149710350466461@,,15,0.02,2829.5213541666667,10638.146484375
23,365,35228,@DOC_ID_1357895057356713753@,,15,0.02,2828.173760986328,10633.080078125
23,365,39254,@DOC_ID_-1885329913815408229@,,15,0.02,2722.83515625,10237.0390625
23,365,38418,@DOC_ID_-3953351550749619271@,,15,0.02,2632.659364827474,9898.00390625
23,365,39252,@DOC_ID_6311650687060091626@,,15,0.02,2628.882356770833,9883.8056640625
23,365,38942,@DOC_ID_-1555482223049594487@,,15,0.02,2560.207329305013,9625.607421875
23,382,36427,@DOC_ID_-2687220957950288157@,,15,0.02,3052.441341145833,7203.203125
23,382,35519,@DOC_ID_-1328973186021663681@,,15,0.02,2489.0281697591145,5873.65087890625
23,382,41978,@DOC_ID_2959717656724096723@,,15,0.02,2422.328072102865,5716.2509765625
23,382,34043,@DOC_ID_8262763985798905602@,,15,0.02,2334.530407714844,5509.064453125
23,382,34948,@DOC_ID_-594234527427033047@,,15,0.02,2199.935585530599,5191.44580078125
23,382,34009,@DOC_ID_6480878661059508269@,,15,0.02,2130.491042073568,5027.5693359375
23,382,41156,@DOC_ID_-5281084685477086442@,,15,0.02,2130.28491007487,5027.08251953125
23,382,33042,@DOC_ID_435150459443403227@,,15,0.02,2082.608935546875,4914.576171875
23,382,38115,@DOC_ID_-3719504051567690629@,,15,0.02,2045.966715494792,4828.10693359375
23,382,33513,@DOC_ID_5110884980693258897@,,15,0.02,2026.8797017415368,4783.06591796875
23,449,39622,@DOC_ID_-8420080180375632164@,,12,0.02,5117.984967549642,17162.2734375
23,449,37262,@DOC_ID_-2532000604343668276@,,12,0.02,4820.3893699646,16164.3369140625
23,449,32813,@DOC_ID_-3014671563181275879@,,12,0.02,4463.772815704346,14968.486328125
23,449,33121,@DOC_ID_8661232060848927963@,,12,0.02,4429.727279663086,14854.3203125
23,449,34096,@DOC_ID_-7008386750177366633@,,12,0.02,4398.616762797038,14749.99609375
23,449,40704,@DOC_ID_840886606125679914@,,12,0.02,4383.38224029541,14698.9091796875
23,449,40721,@DOC_ID_5098377822521811712@,,12,0.02,4160.040128072103,13949.97265625
23,449,36906,@DOC_ID_-5154813042082736851@,,12,0.02,4126.7949295043945,13838.4873046875
23,449,37121,@DOC_ID_-9191621229429951001@,,12,0.02,3997.9148585001626,13406.3125
23,449,40063,@DOC_ID_3614014698472598957@,,12,0.02,3818.99644724528,12806.3408203125
23,652,33850,@DOC_ID_9127328732851145912@,,16,0.02,5872.981971740723,13478.505859375
23,652,36741,@DOC_ID_-6041923692954074912@,,16,0.02,5269.898086547852,12094.427734375
23,652,37466,@DOC_ID_-6001284477895049202@,,16,0.02,4587.873840332031,10529.181640625
23,652,38630,@DOC_ID_7078477393006786537@,,16,0.02,4229.798421859741,9707.396484375
23,652,33295,@DOC_ID_-4314334739554475044@,,16,0.02,3622.69478225708,8314.0927734375
23,652,37845,@DOC_ID_7663240907731910910@,,16,0.02,3522.448631286621,8084.0263671875
23,652,39170,@DOC_ID_2942416452532306274@,,16,0.02,3282.700885772705,7533.8046875
23,652,37274,@DOC_ID_-1867661600017715466@,,16,0.02,3262.2574710845947,7486.8876953125
23,652,40635,@DOC_ID_-4707185404364061060@,,16,0.02,3215.0600662231445,7378.5703125
23,652,40172,@DOC_ID_7603521357946807477@,,16,0.02,3213.799566268921,7375.677734375
23,858,41687,@DOC_ID_4828720009747346367@,,13,0.02,3163.877732496995,8784.419921875
23,858,41369,@DOC_ID_5482109430613356344@,,13,0.02,3121.55280480018,8666.90625
23,858,35457,@DOC_ID_2202359312673859020@,,13,0.02,2810.9496647761416,7804.5263671875
23,858,41761,@DOC_ID_7747650527256300808@,,13,0.02,2781.0598989633413,7721.53662109375
23,858,34648,@DOC_ID_6630518892868481781@,,13,0.02,2419.066716120793,6716.47265625
23,858,40796,@DOC_ID_4142183495658071394@,,13,0.02,2382.4293917142427,6614.75048828125
