neuron_id,layer,spec_score,top_category,top_cat_rate,activity_rate,top_cat_lift
2758,20,0.47499454636302707,science,0.5,0.05,10.0
2617,20,0.7037942834950791,science,0.3333333333333333,0.034,9.80392156862745
1692,20,0.3628077595580338,sports,0.6190476190476191,0.06,10.317460317460318
2921,20,0.6346651905898004,author,0.3125,0.021,14.88095238095238
1937,20,0.554649888386332,science,0.3333333333333333,0.019,17.543859649122805
1037,20,0.3420018608899792,sports,0.5238095238095238,0.049,10.689990281827017
2859,20,0.4202015786028197,science,0.4166666666666667,0.042,9.920634920634921
340,20,0.45390368205458476,sports,0.38095238095238093,0.037,10.296010296010296
631,20,0.3687113525429788,sports,0.42857142857142855,0.055,7.792207792207792
3263,20,0.39992460503863514,sports,0.38095238095238093,0.027,14.109347442680775
192,20,0.9068181428650638,science,0.16666666666666666,0.008,20.833333333333332
2241,20,0.6793047718037214,author,0.21875,0.022,9.943181818181818
2575,20,0.23755768915845454,sports,0.6190476190476191,0.09,6.878306878306879
3623,20,0.30476419951604194,sports,0.47619047619047616,0.067,7.10732054015636
2403,20,0.42201792900233226,science,0.3333333333333333,0.039,8.547008547008547
467,20,0.3269226921485474,sports,0.42857142857142855,0.064,6.696428571428571
64,20,0.5215217540188692,science,0.25,0.032,7.8125
3123,20,0.7789918621419656,science,0.16666666666666666,0.011,15.151515151515152
774,20,0.3101334795443834,science,0.4166666666666667,0.08,5.208333333333333
3812,20,0.5157624402166316,science,0.25,0.027,9.25925925925926
507,20,0.38570257885906534,science,0.3333333333333333,0.056,5.952380952380952
2069,20,0.2445211175103641,sports,0.5238095238095238,0.073,7.175472928897587
2086,20,0.4149361015135644,geography,0.30434782608695654,0.046,6.616257088846881
3139,20,0.1889845926678141,science,0.6666666666666666,0.107,6.230529595015576
2136,20,0.7504484780686078,science,0.16666666666666666,0.011,15.151515151515152
1815,20,0.32428490202141214,sports,0.38095238095238093,0.049,7.774538386783284
1065,20,0.36255475489041455,sports,0.3333333333333333,0.028,11.904761904761903
2987,20,0.7226064767916354,science,0.16666666666666666,0.017,9.80392156862745
86,20,0.5536764836377868,geography,0.21739130434782608,0.027,8.051529790660226
3326,20,0.2885972476375629,science,0.4166666666666667,0.055,7.575757575757576
3249,20,0.23988538997396214,science,0.5,0.078,6.410256410256411
3921,20,0.1921569314128575,sports,0.6190476190476191,0.088,7.034632034632035
301,20,0.2851285447671126,science,0.4166666666666667,0.046,9.057971014492754
122,20,0.2800157756033663,science,0.4166666666666667,0.065,6.410256410256411
832,20,0.5890992421565222,geography,0.1956521739130435,0.025,7.826086956521739
2147,20,0.2154194340017327,sports,0.5238095238095238,0.098,5.344995140913508
1412,20,0.44695650721434255,science,0.25,0.023,10.869565217391305
330,20,0.44453007502012254,science,0.25,0.036,6.944444444444445
2181,20,0.4432687754628194,science,0.25,0.035,7.142857142857142
3685,20,0.17846800971962684,sports,0.6190476190476191,0.111,5.577005577005577
762,20,0.20686434557347733,sports,0.5238095238095238,0.061,8.58704137392662
1203,20,0.6401766453590437,science,0.16666666666666666,0.026,6.410256410256411
1973,20,0.4472713543003688,sports,0.23809523809523808,0.03,7.936507936507937
