neuron_id,layer,n_queries,fired_count,activity_rate,entropy,spec_score,top_category,top_cat_rate,top_cat_lift,cat_other_rate,cat_entertainment_rate,cat_definition_rate,cat_history_rate,cat_sports_rate,cat_dates_numbers_rate,cat_biography_rate,cat_geography_rate,cat_science_rate,cat_author_rate,cat_other_count,cat_entertainment_count,cat_definition_count,cat_history_count,cat_sports_count,cat_dates_numbers_count,cat_biography_count,cat_geography_count,cat_science_count,cat_author_count
0,22,1000,31,0.031,1.7304377787854086,0.2484804213965771,entertainment,0.08823529411764706,2.8462998102466797,0.027777777777777776,0.08823529411764706,0.013157894736842105,0.07547169811320754,0.0,0.02127659574468085,0.030303030303030304,0.021739130434782608,0.0,0.0,17,6,1,4,0,1,1,1,0,0
1,22,1000,42,0.042,1.839216210050773,0.20123854894793725,geography,0.08695652173913043,2.0703933747412004,0.0457516339869281,0.058823529411764705,0.013157894736842105,0.05660377358490566,0.047619047619047616,0.0,0.030303030303030304,0.08695652173913043,0.0,0.0,28,4,1,3,1,0,1,4,0,0
2,22,1000,84,0.084,2.091461045600353,0.09169000878016142,biography,0.12121212121212122,1.443001443001443,0.09313725490196079,0.11764705882352941,0.06578947368421052,0.05660377358490566,0.047619047619047616,0.0425531914893617,0.12121212121212122,0.021739130434782608,0.0,0.09375,57,8,5,3,1,2,4,1,0,3
3,22,1000,3,0.003,-0.0,1.0,other,0.004901960784313725,1.6339869281045751,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0
4,22,1000,22,0.022,1.77200290499768,0.23042891644297547,science,0.08333333333333333,3.787878787878788,0.014705882352941176,0.014705882352941176,0.039473684210526314,0.07547169811320754,0.0,0.0,0.030303030303030304,0.06521739130434782,0.08333333333333333,0.0,9,1,3,4,0,0,1,3,1,0
5,22,1000,57,0.057,1.9418760685158056,0.15665393890360468,geography,0.13043478260869565,2.2883295194508007,0.06045751633986928,0.029411764705882353,0.02631578947368421,0.07547169811320754,0.09523809523809523,0.06382978723404255,0.0,0.13043478260869565,0.0,0.03125,37,2,2,4,2,3,0,6,0,1
6,22,1000,0,0.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
7,22,1000,3,0.003,-0.0,1.0,other,0.004901960784313725,1.6339869281045751,0.004901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0
8,22,1000,51,0.051,1.7982822130170661,0.2190159579819202,entertainment,0.1323529411764706,2.595155709342561,0.049019607843137254,0.1323529411764706,0.013157894736842105,0.09433962264150944,0.047619047619047616,0.0,0.06060606060606061,0.0,0.0,0.09375,30,9,1,5,1,0,2,0,0,3
9,22,1000,151,0.151,2.1972842493974967,0.045731575313738726,geography,0.2608695652173913,1.7276130146847106,0.1503267973856209,0.058823529411764705,0.15789473684210525,0.11320754716981132,0.09523809523809523,0.2553191489361702,0.21212121212121213,0.2608695652173913,0.16666666666666666,0.0625,92,4,12,6,2,12,7,12,2,2
10,22,1000,30,0.03,1.9440930380758643,0.1556911212571238,dates_numbers,0.06382978723404255,2.127659574468085,0.03104575163398693,0.014705882352941176,0.013157894736842105,0.03773584905660377,0.0,0.06382978723404255,0.06060606060606061,0.021739130434782608,0.0,0.03125,19,1,1,2,0,3,2,1,0,1
11,22,1000,13,0.013,1.2495800954981222,0.45731425982902707,sports,0.047619047619047616,3.663003663003663,0.016339869281045753,0.0,0.013157894736842105,0.0,0.047619047619047616,0.02127659574468085,0.0,0.0,0.0,0.0,10,0,1,0,1,1,0,0,0,0
12,22,1000,42,0.042,1.6128042614297027,0.29956800887103063,science,0.16666666666666666,3.968253968253968,0.05228758169934641,0.014705882352941176,0.013157894736842105,0.0,0.0,0.02127659574468085,0.0,0.06521739130434782,0.16666666666666666,0.0625,32,1,1,0,0,1,0,3,2,2
13,22,1000,133,0.133,2.2427351148180206,0.025992515263877802,entertainment,0.2647058823529412,1.990269792127377,0.11764705882352941,0.2647058823529412,0.15789473684210525,0.1509433962264151,0.14285714285714285,0.1276595744680851,0.18181818181818182,0.06521739130434782,0.16666666666666666,0.09375,72,18,12,8,3,6,6,3,2,3
14,22,1000,31,0.031,1.6762373674724647,0.27201936094667534,geography,0.13043478260869565,4.207573632538569,0.026143790849673203,0.014705882352941176,0.0,0.018867924528301886,0.0,0.06382978723404255,0.030303030303030304,0.13043478260869565,0.0,0.09375,16,1,0,1,0,3,1,6,0,3
15,22,1000,107,0.107,1.989814667371172,0.1358344699505455,science,0.4166666666666667,3.8940809968847354,0.10130718954248366,0.16176470588235295,0.11842105263157894,0.1320754716981132,0.047619047619047616,0.14893617021276595,0.06060606060606061,0.0,0.4166666666666667,0.09375,62,11,9,7,1,7,2,0,5,3
