layer,neuron_id,top_category,spec_score,top_cat_rate,activity_rate,top_cat_lift,rank_score
18,1587,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,1633,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,2212,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,2939,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,2983,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,3045,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,3562,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,3928,science,0.9471496610273692,1.0,0.03125,32.0,4.735748305136846
18,3716,history,0.9344246866953521,0.75,0.0625,12.0,3.5040925751075704
18,987,history,1.0,0.5,0.03125,16.0,2.5
18,3265,history,1.0,0.5,0.03125,16.0,2.5
18,977,history,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,1736,history,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,1928,history,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,2597,history,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,749,history,0.8611601373239393,0.5,0.0625,8.0,2.152900343309848
18,1246,history,0.8244936675083361,0.5,0.078125,6.4,2.06123416877084
18,3750,history,0.8244936675083361,0.5,0.078125,6.4,2.06123416877084
18,1369,history,0.796747123700531,0.5,0.09375,5.333333333333333,1.9918678092513276
18,46,history,0.7167583260433561,0.5,0.0625,8.0,1.7918958151083904
18,1950,history,0.7167583260433561,0.5,0.0625,8.0,1.7918958151083904
18,1582,history,0.7752098822872361,0.5,0.109375,4.571428571428571,1.7719083023708253
18,2985,history,0.7752098822872361,0.5,0.109375,4.571428571428571,1.7719083023708253
18,83,history,0.6793318898005425,0.5,0.078125,6.4,1.6983297245013562
18,1352,history,0.6793318898005425,0.5,0.078125,6.4,1.6983297245013562
18,2009,history,0.6793318898005425,0.5,0.078125,6.4,1.6983297245013562
18,1085,history,0.6676052119584136,0.5,0.0625,8.0,1.669013029896034
18,3110,history,0.6540415073545454,0.5,0.0625,8.0,1.6351037683863634
18,951,geography,0.8244936675083361,1.0,0.140625,7.111111111111111,4.12246833754168
18,1516,geography,1.0,0.6666666666666666,0.03125,21.333333333333332,3.333333333333333
18,3418,geography,1.0,0.6666666666666666,0.03125,21.333333333333332,3.333333333333333
18,790,geography,0.9285029244931184,0.6666666666666666,0.046875,14.222222222222221,3.095009748310394
18,3297,geography,0.9285029244931184,0.6666666666666666,0.046875,14.222222222222221,3.095009748310394
18,2439,geography,0.8843106975379826,0.6666666666666666,0.0625,10.666666666666666,2.947702325126609
18,3910,geography,0.8244936675083362,0.6666666666666666,0.09375,7.111111111111111,2.748312225027787
18,2376,geography,0.7853214373495725,0.6666666666666666,0.125,5.333333333333333,2.6177381244985747
18,3950,geography,0.7853214373495725,0.6666666666666666,0.125,5.333333333333333,2.6177381244985747
18,318,geography,0.719493059559501,0.6666666666666666,0.078125,8.533333333333333,2.39831019853167
18,990,geography,0.6938895759044494,0.6666666666666666,0.09375,7.111111111111111,2.3129652530148315
18,1997,geography,0.6116729955404905,0.6666666666666666,0.125,5.333333333333333,2.038909985134968
18,320,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,358,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,465,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,587,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,760,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,928,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,1076,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,1208,geography,1.0,0.3333333333333333,0.015625,21.333333333333332,1.6666666666666665
18,3988,entertainment,0.8355409276095059,0.375,0.078125,4.8,1.5039736696971107
18,406,entertainment,1.0,0.25,0.03125,8.0,1.25
18,956,entertainment,1.0,0.25,0.03125,8.0,1.25
18,1471,entertainment,1.0,0.25,0.03125,8.0,1.25
18,1488,entertainment,1.0,0.25,0.03125,8.0,1.25
18,1918,entertainment,1.0,0.25,0.03125,8.0,1.25
18,2025,entertainment,1.0,0.25,0.03125,8.0,1.25
18,2386,entertainment,1.0,0.25,0.03125,8.0,1.25
18,2840,entertainment,1.0,0.25,0.03125,8.0,1.25
18,2912,entertainment,1.0,0.25,0.03125,8.0,1.25
18,3207,entertainment,1.0,0.25,0.03125,8.0,1.25
18,242,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,315,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,565,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,610,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,629,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,655,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,1030,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,1049,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,1741,entertainment,0.8611601373239393,0.25,0.046875,5.333333333333333,1.076450171654924
18,3699,definition,0.7853214373495725,1.0,0.1875,5.333333333333333,3.9266071867478622
18,3508,definition,1.0,0.6666666666666666,0.03125,21.333333333333332,3.333333333333333
18,1106,definition,0.635141487432371,1.0,0.09375,10.666666666666666,3.1757074371618548
18,2325,definition,0.9285029244931184,0.6666666666666666,0.046875,14.222222222222221,3.095009748310394
18,3222,definition,0.9285029244931184,0.6666666666666666,0.046875,14.222222222222221,3.095009748310394
18,3887,definition,0.9285029244931184,0.6666666666666666,0.046875,14.222222222222221,3.095009748310394
18,3169,definition,0.8843106975379826,0.6666666666666666,0.0625,10.666666666666666,2.947702325126609
18,2217,definition,0.803020287129553,0.6666666666666666,0.109375,6.095238095238095,2.676734290431843
18,3027,definition,0.803020287129553,0.6666666666666666,0.109375,6.095238095238095,2.676734290431843
18,2041,definition,0.7455240112140056,0.6666666666666666,0.046875,14.222222222222221,2.4850800373800186
18,386,definition,0.719493059559501,0.6666666666666666,0.078125,8.533333333333333,2.39831019853167
18,1575,definition,0.696362044029734,0.6666666666666666,0.0625,10.666666666666666,2.3212068134324464
18,573,definition,0.677989664582212,0.6666666666666666,0.0625,10.666666666666666,2.259965548607373
18,2634,definition,0.6738528945246645,0.6666666666666666,0.109375,6.095238095238095,2.2461763150822147
18,4079,definition,0.6738528945246645,0.6666666666666666,0.109375,6.095238095238095,2.2461763150822147
18,2020,definition,0.6663539755929653,0.6666666666666666,0.078125,8.533333333333333,2.2211799186432173
18,2407,definition,0.6663539755929653,0.6666666666666666,0.078125,8.533333333333333,2.2211799186432173
18,2907,definition,0.6663539755929653,0.6666666666666666,0.078125,8.533333333333333,2.2211799186432173
18,1727,definition,0.6498954934065984,0.6666666666666666,0.078125,8.533333333333333,2.1663183113553277
18,2466,definition,0.6437996307665177,0.6666666666666666,0.09375,7.111111111111111,2.1459987692217255
18,1732,dates_numbers,0.8144191666236144,0.75,0.125,6.0,3.0540718748385536
18,2295,dates_numbers,0.6887409886104571,0.75,0.078125,9.6,2.582778707289214
18,1993,dates_numbers,0.6748178543900825,0.75,0.140625,5.333333333333333,2.5305669539628095
18,186,dates_numbers,1.0,0.5,0.03125,16.0,2.5
18,1809,dates_numbers,1.0,0.5,0.03125,16.0,2.5
18,2141,dates_numbers,1.0,0.5,0.03125,16.0,2.5
18,2496,dates_numbers,1.0,0.5,0.03125,16.0,2.5
18,3452,dates_numbers,1.0,0.5,0.03125,16.0,2.5
18,201,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,895,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,945,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,1474,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,1589,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,1593,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,2485,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,2629,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,3151,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,3954,dates_numbers,0.9121539514813669,0.5,0.046875,10.666666666666666,2.2803848787034173
18,1678,dates_numbers,0.8611601373239393,0.5,0.0625,8.0,2.152900343309848
18,3785,dates_numbers,0.8611601373239393,0.5,0.0625,8.0,2.152900343309848
18,2624,biography,0.8611601373239393,1.0,0.09375,10.666666666666666,4.305800686619696
18,684,biography,0.7327499014891736,1.0,0.109375,9.142857142857142,3.663749507445868
18,3286,biography,0.6722311043544017,1.0,0.0625,16.0,3.3611555217720084
18,33,biography,1.0,0.5,0.015625,32.0,2.5
18,357,biography,1.0,0.5,0.015625,32.0,2.5
18,695,biography,1.0,0.5,0.015625,32.0,2.5
18,1195,biography,1.0,0.5,0.015625,32.0,2.5
18,1932,biography,1.0,0.5,0.015625,32.0,2.5
18,1978,biography,1.0,0.5,0.015625,32.0,2.5
18,2909,biography,1.0,0.5,0.015625,32.0,2.5
18,3156,biography,1.0,0.5,0.015625,32.0,2.5
18,3375,biography,1.0,0.5,0.015625,32.0,2.5
18,3694,biography,1.0,0.5,0.015625,32.0,2.5
18,4082,biography,1.0,0.5,0.015625,32.0,2.5
18,71,biography,0.9121539514813669,0.5,0.03125,16.0,2.2803848787034173
18,197,biography,0.9121539514813669,0.5,0.03125,16.0,2.2803848787034173
18,604,biography,0.9121539514813669,0.5,0.03125,16.0,2.2803848787034173
18,763,biography,0.9121539514813669,0.5,0.03125,16.0,2.2803848787034173
18,1292,biography,0.9121539514813669,0.5,0.03125,16.0,2.2803848787034173
18,1429,biography,0.9121539514813669,0.5,0.03125,16.0,2.2803848787034173
18,155,author,1.0,1.0,0.015625,64.0,5.0
18,272,author,1.0,1.0,0.015625,64.0,5.0
18,1132,author,1.0,1.0,0.015625,64.0,5.0
18,1734,author,1.0,1.0,0.015625,64.0,5.0
18,1983,author,1.0,1.0,0.015625,64.0,5.0
18,2080,author,1.0,1.0,0.015625,64.0,5.0
18,2084,author,1.0,1.0,0.015625,64.0,5.0
