neuron_id,layer,spec_score,top_category,top_cat_rate,activity_rate,top_cat_lift
2784,23,0.509198169919178,sports,0.14285714285714285,0.01,14.285714285714285
734,23,0.5981064003816841,biography,0.12121212121212122,0.009,13.468013468013469
1575,23,0.18997306129502178,sports,0.38095238095238093,0.119,3.2012805122048817
3765,23,0.25712758217287635,author,0.28125,0.057,4.934210526315789
2813,23,0.3321690112316541,geography,0.21739130434782608,0.065,3.3444816053511706
3106,23,0.30277478013188974,sports,0.23809523809523808,0.035,6.802721088435373
3361,23,0.43061279652092554,science,0.16666666666666666,0.022,7.575757575757576
4069,23,0.4292233764280814,science,0.16666666666666666,0.021,7.936507936507936
2888,23,0.3653116448859397,geography,0.1956521739130435,0.047,4.162812210915819
1223,23,0.22015913393832343,entertainment,0.3235294117647059,0.108,2.9956427015250546
3333,23,0.23362457829047112,geography,0.30434782608695654,0.068,4.475703324808184
2711,23,0.49449896598665943,sports,0.14285714285714285,0.012,11.904761904761903
1146,23,0.12067112764668908,science,0.5833333333333334,0.153,3.8126361655773424
2949,23,0.2813645372835667,science,0.25,0.047,5.319148936170213
3397,23,0.8400507178352447,science,0.08333333333333333,0.008,10.416666666666666
3823,23,0.16724899337812416,science,0.4166666666666667,0.097,4.29553264604811
3613,23,0.37095276334253247,author,0.1875,0.032,5.859375
3390,23,0.29013395527535324,geography,0.2391304347826087,0.052,4.59866220735786
0,23,0.7266261175377595,sports,0.09523809523809523,0.006,15.873015873015872
1287,23,0.27617380663611657,science,0.25,0.029,8.620689655172413
2710,23,0.2266442007442684,geography,0.30434782608695654,0.095,3.2036613272311216
3629,23,0.8276361049159966,science,0.08333333333333333,0.009,9.25925925925926
3387,23,0.23824330021844164,sports,0.2857142857142857,0.044,6.4935064935064934
1284,23,0.40503041364261105,science,0.16666666666666666,0.016,10.416666666666666
440,23,0.28335328089074374,sports,0.23809523809523808,0.049,4.859086491739553
2383,23,0.5530540532379087,biography,0.12121212121212122,0.016,7.575757575757576
1825,23,0.5343088903885038,author,0.125,0.017,7.352941176470588
1914,23,0.28015909338158884,sports,0.23809523809523808,0.022,10.822510822510823
1524,23,0.27979330302562044,sports,0.23809523809523808,0.032,7.44047619047619
3573,23,0.3990065076641959,science,0.16666666666666666,0.019,8.771929824561402
187,23,0.8792512741584372,history,0.07547169811320754,0.008,9.433962264150942
1175,23,0.379881504884774,geography,0.17391304347826086,0.044,3.9525691699604746
2712,23,0.13196282971833373,science,0.5,0.131,3.8167938931297707
2343,23,0.46011487861983824,sports,0.14285714285714285,0.02,7.142857142857142
317,23,0.1965684004164714,science,0.3333333333333333,0.068,4.901960784313725
3082,23,0.26192836071860703,science,0.25,0.05,5.0
503,23,0.2610896162729487,science,0.25,0.042,5.952380952380952
2540,23,0.37371643528884824,geography,0.17391304347826086,0.049,3.54924578527063
3796,23,0.25919745025635754,science,0.25,0.04,6.25
3261,23,0.12957838917854203,science,0.5,0.128,3.90625
1767,23,0.3885779373398408,science,0.16666666666666666,0.026,6.410256410256411
2581,23,0.22654504136708808,sports,0.2857142857142857,0.044,6.4935064935064934
2216,23,0.38694036858618464,science,0.16666666666666666,0.017,9.80392156862745
2386,23,0.32928654924978895,geography,0.1956521739130435,0.032,6.114130434782608
1096,23,0.44958074618152266,sports,0.14285714285714285,0.017,8.403361344537814
1338,23,0.12834625744373152,science,0.5,0.152,3.2894736842105265
87,23,0.261377600860337,history,0.24528301886792453,0.048,5.110062893081761
2656,23,0.224150977389576,sports,0.2857142857142857,0.036,7.936507936507937
3089,23,0.3013368483432053,biography,0.21212121212121213,0.044,4.820936639118457
2328,23,0.40833179033324085,author,0.15625,0.036,4.340277777777778
942,23,0.33170756807588964,entertainment,0.19117647058823528,0.032,5.974264705882352
3791,23,0.2529907911135659,author,0.25,0.046,5.434782608695652
3413,23,0.3794146752379025,science,0.16666666666666666,0.028,5.952380952380952
3654,23,0.2908539281945889,geography,0.21739130434782608,0.058,3.748125937031484
2818,23,0.43955434672911675,sports,0.14285714285714285,0.023,6.211180124223603
3781,23,0.4378482598747021,sports,0.14285714285714285,0.018,7.936507936507937
609,23,0.1872743007681098,science,0.3333333333333333,0.081,4.11522633744856
1648,23,0.2496210325660193,science,0.25,0.054,4.62962962962963
2471,23,0.19286595537381768,entertainment,0.3235294117647059,0.086,3.7619699042407664
2241,23,0.33276347669545847,author,0.1875,0.025,7.5
864,23,0.7420185827703496,science,0.08333333333333333,0.005,16.666666666666664
730,23,0.32309604761858,sports,0.19047619047619047,0.025,7.619047619047619
2567,23,0.7353556710039899,science,0.08333333333333333,0.006,13.888888888888888
4039,23,0.2570809215397938,sports,0.23809523809523808,0.046,5.175983436853002
2333,23,0.3202705519413255,sports,0.19047619047619047,0.034,5.602240896358543
488,23,0.1828641256593253,science,0.3333333333333333,0.07,4.761904761904761
1556,23,0.365302643947612,science,0.16666666666666666,0.024,6.944444444444444
2100,23,0.32385043107806233,author,0.1875,0.048,3.90625
3510,23,0.3181397573431336,sports,0.19047619047619047,0.028,6.802721088435374
2674,23,0.7263591124420586,science,0.08333333333333333,0.006,13.888888888888888
1784,23,0.2749972099851201,author,0.21875,0.049,4.464285714285714
1267,23,0.7210567358727112,science,0.08333333333333333,0.005,16.666666666666664
1860,23,0.3598855517982019,science,0.16666666666666666,0.061,2.73224043715847
3713,23,0.17965601379380636,sports,0.3333333333333333,0.058,5.747126436781609
564,23,0.916728403441664,geography,0.06521739130434782,0.005,13.043478260869565
1016,23,0.1716216136613774,geography,0.34782608695652173,0.143,2.432350258437215
3236,23,0.6259633296883502,sports,0.09523809523809523,0.013,7.326007326007326
3740,23,0.2384505986122777,science,0.25,0.063,3.9682539682539684
640,23,0.7153278826064702,science,0.08333333333333333,0.002,41.666666666666664
2580,23,0.5596475994913621,dates_numbers,0.10638297872340426,0.016,6.648936170212766
1291,23,0.7127652831668179,science,0.08333333333333333,0.007,11.904761904761903
1890,23,0.17796949520455496,sports,0.3333333333333333,0.068,4.901960784313725
233,23,0.41101920753555454,sports,0.14285714285714285,0.023,6.211180124223603
21,23,0.2337854882626973,science,0.25,0.044,5.6818181818181825
494,23,0.3731543993528633,author,0.15625,0.03,5.208333333333334
621,23,0.24468954566003986,sports,0.23809523809523808,0.052,4.5787545787545785
2185,23,0.13574718206687886,sports,0.42857142857142855,0.093,4.608294930875576
1778,23,0.8899484690158863,geography,0.06521739130434782,0.006,10.869565217391305
715,23,0.6964140179645721,science,0.08333333333333333,0.006,13.888888888888888
2545,23,0.5124019217322733,history,0.11320754716981132,0.022,5.145797598627787
2778,23,0.17386904321279406,sports,0.3333333333333333,0.112,2.976190476190476
2033,23,0.4055698701680691,sports,0.14285714285714285,0.03,4.761904761904762
1842,23,0.3792563644621457,geography,0.15217391304347827,0.036,4.227053140096619
3687,23,0.5302067433568192,geography,0.10869565217391304,0.02,5.434782608695652
3977,23,0.325587198967455,entertainment,0.17647058823529413,0.03,5.882352941176471
2892,23,0.9472481872423241,biography,0.06060606060606061,0.003,20.2020202020202
3592,23,0.6119472290061025,author,0.09375,0.008,11.71875
2790,23,0.29801935781981737,sports,0.19047619047619047,0.032,5.952380952380952
3099,23,0.45306823351550995,author,0.125,0.014,8.928571428571429
328,23,0.14835393245677586,sports,0.38095238095238093,0.11,3.463203463203463
282,23,0.19770733926646378,sports,0.2857142857142857,0.066,4.329004329004329
2473,23,0.33825870478914766,science,0.16666666666666666,0.03,5.555555555555555
1812,23,0.3378913289239037,science,0.16666666666666666,0.036,4.62962962962963
276,23,0.6695989601924324,science,0.08333333333333333,0.006,13.888888888888888
