neuron_id,layer,n_queries,fired_count,activity_rate,entropy,spec_score,top_category,top_cat_rate,top_cat_lift,cat_other_rate,cat_entertainment_rate,cat_definition_rate,cat_history_rate,cat_sports_rate,cat_dates_numbers_rate,cat_biography_rate,cat_geography_rate,cat_science_rate,cat_author_rate,cat_other_count,cat_entertainment_count,cat_definition_count,cat_history_count,cat_sports_count,cat_dates_numbers_count,cat_biography_count,cat_geography_count,cat_science_count,cat_author_count
0,19,1000,19,0.019,1.6261449838200308,0.2937742067523079,geography,0.06521739130434782,3.4324942791762014,0.017973856209150325,0.029411764705882353,0.013157894736842105,0.018867924528301886,0.0,0.02127659574468085,0.0,0.06521739130434782,0.0,0.0,11,2,1,1,0,1,0,3,0,0
1,19,1000,206,0.206,2.158945571591374,0.062381851528404475,sports,0.47619047619047616,2.311604253351826,0.19444444444444445,0.16176470588235295,0.3026315789473684,0.1509433962264151,0.47619047619047616,0.1276595744680851,0.30303030303030304,0.043478260869565216,0.3333333333333333,0.40625,119,11,23,8,10,6,10,2,4,13
2,19,1000,8,0.008,1.0480168004957364,0.5448520866028006,geography,0.021739130434782608,2.717391304347826,0.00980392156862745,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,6,1,0,0,0,0,0,1,0,0
3,19,1000,40,0.04,1.602782665994372,0.3039203324684615,science,0.25,6.25,0.0457516339869281,0.029411764705882353,0.02631578947368421,0.018867924528301886,0.047619047619047616,0.02127659574468085,0.0,0.043478260869565216,0.25,0.0,28,2,2,1,1,1,0,2,3,0
4,19,1000,56,0.056,1.6954947788851182,0.26365597343441916,history,0.09433962264150944,1.684636118598383,0.06699346405228758,0.0,0.039473684210526314,0.09433962264150944,0.0,0.06382978723404255,0.0,0.021739130434782608,0.0,0.09375,41,0,3,5,0,3,0,1,0,3
5,19,1000,46,0.046,1.6053175682635556,0.30281943840079106,dates_numbers,0.1276595744680851,2.7752081406105455,0.05228758169934641,0.0,0.06578947368421052,0.018867924528301886,0.0,0.1276595744680851,0.0,0.021739130434782608,0.08333333333333333,0.0,32,0,5,1,0,6,0,1,1,0
6,19,1000,7,0.007,1.167770258554214,0.4928438205791712,geography,0.043478260869565216,6.211180124223602,0.0032679738562091504,0.029411764705882353,0.0,0.0,0.0,0.02127659574468085,0.0,0.043478260869565216,0.0,0.0,2,2,0,0,0,1,0,2,0,0
7,19,1000,30,0.03,1.730025330539847,0.24865954539369528,author,0.0625,2.0833333333333335,0.032679738562091505,0.04411764705882353,0.02631578947368421,0.0,0.0,0.02127659574468085,0.0,0.043478260869565216,0.0,0.0625,20,3,2,0,0,1,0,2,0,2
8,19,1000,167,0.167,2.2390764896568913,0.02758143598270868,entertainment,0.23529411764705882,1.4089468122578372,0.17320261437908496,0.23529411764705882,0.10526315789473684,0.16981132075471697,0.047619047619047616,0.1702127659574468,0.21212121212121213,0.10869565217391304,0.16666666666666666,0.15625,106,16,8,9,1,8,7,5,2,5
9,19,1000,21,0.021,1.4338536526642727,0.37728527079108454,history,0.09433962264150944,4.492362982929021,0.016339869281045753,0.029411764705882353,0.0,0.09433962264150944,0.0,0.06382978723404255,0.0,0.0,0.0,0.03125,10,2,0,5,0,3,0,0,0,1
10,19,1000,39,0.039,1.7924511534821757,0.22154835496157244,biography,0.09090909090909091,2.331002331002331,0.03594771241830065,0.08823529411764706,0.06578947368421052,0.0,0.0,0.02127659574468085,0.09090909090909091,0.021739130434782608,0.0,0.03125,22,6,5,0,0,1,3,1,0,1
11,19,1000,1,0.001,-0.0,1.0,other,0.0016339869281045752,1.6339869281045751,0.0016339869281045752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
12,19,1000,19,0.019,1.6764458524541066,0.2719288170695885,history,0.05660377358490566,2.9791459781529297,0.00980392156862745,0.04411764705882353,0.05263157894736842,0.05660377358490566,0.0,0.0425531914893617,0.0,0.021739130434782608,0.0,0.0,6,3,4,3,0,2,0,1,0,0
13,19,1000,33,0.033,1.9507026073457756,0.15282062179544398,biography,0.09090909090909091,2.7548209366391183,0.03431372549019608,0.014705882352941176,0.039473684210526314,0.0,0.047619047619047616,0.0425531914893617,0.09090909090909091,0.021739130434782608,0.0,0.03125,21,1,3,0,1,2,3,1,0,1
14,19,1000,91,0.091,1.7763752431724569,0.22853003410065498,author,0.28125,3.090659340659341,0.07026143790849673,0.27941176470588236,0.0,0.16981132075471697,0.19047619047619047,0.0,0.18181818181818182,0.021739130434782608,0.0,0.28125,43,19,0,9,4,0,6,1,0,9
15,19,1000,111,0.111,2.1559952603119505,0.063663155436955,geography,0.17391304347826086,1.5667841754798275,0.10620915032679738,0.08823529411764706,0.17105263157894737,0.09433962264150944,0.0,0.0851063829787234,0.15151515151515152,0.17391304347826086,0.08333333333333333,0.125,65,6,13,5,0,4,5,8,1,4
16,19,1000,91,0.091,2.1594817133466337,0.062149008122577176,author,0.28125,3.090659340659341,0.0784313725490196,0.11764705882352941,0.11842105263157894,0.11320754716981132,0.047619047619047616,0.0851063829787234,0.06060606060606061,0.06521739130434782,0.08333333333333333,0.28125,48,8,9,6,1,4,2,3,1,9
17,19,1000,44,0.044,2.0695209932766128,0.10121845243703043,biography,0.12121212121212122,2.7548209366391188,0.0392156862745098,0.04411764705882353,0.013157894736842105,0.05660377358490566,0.09523809523809523,0.06382978723404255,0.12121212121212122,0.043478260869565216,0.0,0.0625,24,3,1,3,2,3,4,2,0,2
18,19,1000,11,0.011,1.1731558209114301,0.49050490056548646,author,0.0625,5.6818181818181825,0.011437908496732025,0.014705882352941176,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0625,7,1,0,0,1,0,0,0,0,2
19,19,1000,55,0.055,1.9749150838139082,0.1423052768721217,geography,0.17391304347826086,3.1620553359683794,0.042483660130718956,0.014705882352941176,0.13157894736842105,0.07547169811320754,0.0,0.06382978723404255,0.030303030303030304,0.17391304347826086,0.08333333333333333,0.03125,26,1,10,4,0,3,1,8,1,1
20,19,1000,36,0.036,1.7346339941102928,0.24665802823610206,author,0.15625,4.340277777777778,0.02287581699346405,0.1323529411764706,0.013157894736842105,0.018867924528301886,0.14285714285714285,0.0,0.030303030303030304,0.043478260869565216,0.0,0.15625,14,9,1,1,3,0,1,2,0,5
21,19,1000,49,0.049,1.765705627400184,0.23316378935458093,definition,0.13157894736842105,2.685284640171858,0.05228758169934641,0.029411764705882353,0.13157894736842105,0.018867924528301886,0.0,0.0,0.06060606060606061,0.0,0.08333333333333333,0.03125,32,2,10,1,0,0,2,0,1,1
22,19,1000,32,0.032,1.5502629457467556,0.3267293571631038,definition,0.05263157894736842,1.644736842105263,0.0392156862745098,0.0,0.05263157894736842,0.03773584905660377,0.0,0.02127659574468085,0.0,0.021739130434782608,0.0,0.0,24,0,4,2,0,1,0,1,0,0
23,19,1000,22,0.022,1.5569516003159514,0.32382451139234514,biography,0.09090909090909091,4.132231404958678,0.024509803921568627,0.0,0.013157894736842105,0.018867924528301886,0.047619047619047616,0.0,0.09090909090909091,0.021739130434782608,0.0,0.0,15,0,1,1,1,0,3,1,0,0
24,19,1000,14,0.014,1.339478006947401,0.4182720929519782,biography,0.030303030303030304,2.1645021645021645,0.017973856209150325,0.0,0.013157894736842105,0.018867924528301886,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,11,0,1,1,0,0,1,0,0,0
25,19,1000,21,0.021,1.7817277320925387,0.22620547769821508,biography,0.030303030303030304,1.443001443001443,0.02287581699346405,0.029411764705882353,0.02631578947368421,0.0,0.0,0.02127659574468085,0.030303030303030304,0.021739130434782608,0.0,0.0,14,2,2,0,0,1,1,1,0,0
26,19,1000,73,0.073,1.7994785762302135,0.2184963840400983,definition,0.13157894736842105,1.8024513338139871,0.0784313725490196,0.08823529411764706,0.13157894736842105,0.018867924528301886,0.0,0.0425531914893617,0.12121212121212122,0.043478260869565216,0.0,0.0,48,6,10,1,0,2,4,2,0,0
27,19,1000,98,0.098,1.966811784046846,0.1458244952461647,geography,0.1956521739130435,1.9964507542147294,0.09640522875816994,0.14705882352941177,0.05263157894736842,0.1320754716981132,0.0,0.0851063829787234,0.12121212121212122,0.1956521739130435,0.0,0.03125,59,10,4,7,0,4,4,9,0,1
28,19,1000,129,0.129,2.0356084615988124,0.11594647781206835,geography,0.2391304347826087,1.8537243006403774,0.12908496732026145,0.029411764705882353,0.15789473684210525,0.18867924528301888,0.09523809523809523,0.19148936170212766,0.09090909090909091,0.2391304347826087,0.0,0.03125,79,2,12,10,2,9,3,11,0,1
29,19,1000,55,0.055,1.9976655495873017,0.1324248751260081,geography,0.08695652173913043,1.5810276679841897,0.06372549019607843,0.058823529411764705,0.02631578947368421,0.0,0.0,0.02127659574468085,0.06060606060606061,0.08695652173913043,0.08333333333333333,0.0625,39,4,2,0,0,1,2,4,1,2
30,19,1000,96,0.096,2.132458387683742,0.07388508934064553,author,0.15625,1.6276041666666667,0.09803921568627451,0.058823529411764705,0.11842105263157894,0.05660377358490566,0.14285714285714285,0.0851063829787234,0.06060606060606061,0.13043478260869565,0.0,0.15625,60,4,9,3,3,4,2,6,0,5
31,19,1000,40,0.04,1.732586222419392,0.24754736418165801,science,0.25,6.25,0.03431372549019608,0.058823529411764705,0.013157894736842105,0.03773584905660377,0.14285714285714285,0.10638297872340426,0.0,0.0,0.25,0.03125,21,4,1,2,3,5,0,0,3,1
32,19,1000,44,0.044,1.6810456616079916,0.2699311453362482,author,0.1875,4.261363636363637,0.04411764705882353,0.029411764705882353,0.039473684210526314,0.05660377358490566,0.0,0.0425531914893617,0.030303030303030304,0.0,0.0,0.1875,27,2,3,3,0,2,1,0,0,6
33,19,1000,20,0.02,1.9397944957927726,0.15755795445089826,biography,0.06060606060606061,3.0303030303030303,0.017973856209150325,0.014705882352941176,0.013157894736842105,0.018867924528301886,0.0,0.0425531914893617,0.06060606060606061,0.021739130434782608,0.0,0.03125,11,1,1,1,0,2,2,1,0,1
