neuron_id,layer,spec_score,top_category,top_cat_rate,activity_rate,top_cat_lift
970,22,0.45753286580916974,sports,0.5714285714285714,0.045,12.698412698412698
2075,22,0.5124715499668581,author,0.40625,0.029,14.00862068965517
984,22,0.42195367212049784,science,0.4166666666666667,0.048,8.680555555555555
2663,22,0.4098499511545167,sports,0.42857142857142855,0.037,11.583011583011583
1452,22,0.40609697859345295,sports,0.42857142857142855,0.052,8.241758241758241
429,22,0.5206797484094496,science,0.3333333333333333,0.05,6.666666666666666
908,22,0.32707318013982156,sports,0.5238095238095238,0.051,10.27077497665733
1302,22,0.337325074402112,science,0.5,0.07,7.142857142857142
421,22,0.4022600046382637,sports,0.38095238095238093,0.033,11.544011544011543
3161,22,0.28580312274039243,science,0.5,0.083,6.024096385542168
1802,22,0.5699191884410448,science,0.25,0.032,7.8125
456,22,0.2988702127706533,sports,0.47619047619047616,0.047,10.131712259371833
2370,22,0.2670169278584521,sports,0.5238095238095238,0.046,11.387163561076605
3865,22,0.41788035821490743,sports,0.3333333333333333,0.03,11.11111111111111
3335,22,0.41755063653547286,sports,0.3333333333333333,0.031,10.75268817204301
3774,22,0.8164642472114436,science,0.16666666666666666,0.007,23.809523809523807
3029,22,0.3493589497104651,sports,0.38095238095238093,0.036,10.582010582010582
382,22,0.3927139687882957,sports,0.3333333333333333,0.032,10.416666666666666
433,22,0.38837660973741395,science,0.3333333333333333,0.057,5.847953216374268
2554,22,0.7504484780686078,science,0.16666666666666666,0.011,15.151515151515152
3454,22,0.374778263928234,sports,0.3333333333333333,0.041,8.130081300813007
991,22,0.49019103343259796,science,0.25,0.025,10.0
592,22,0.4881734477858294,science,0.25,0.026,9.615384615384615
714,22,0.3648854040133296,sports,0.3333333333333333,0.053,6.289308176100628
178,22,0.2893190152828715,science,0.4166666666666667,0.07,5.952380952380952
55,22,0.2504732917756435,sports,0.47619047619047616,0.065,7.326007326007326
2965,22,0.3815334247786726,author,0.3125,0.04,7.8125
410,22,0.47681867819234636,science,0.25,0.023,10.869565217391305
2314,22,0.6785010188328982,science,0.16666666666666666,0.019,8.771929824561402
3341,22,0.39346261734204235,sports,0.2857142857142857,0.024,11.904761904761903
2145,22,0.33479823222108607,science,0.3333333333333333,0.052,6.410256410256411
109,22,0.4463625612305322,science,0.25,0.033,7.575757575757575
2491,22,0.7747256470884833,sports,0.14285714285714285,0.011,12.987012987012987
1604,22,0.4422230532477809,science,0.25,0.033,7.575757575757575
