neuron_id,layer,lens,n_queries,active_count,active_rate,a_j_mean_active,a_j_std_active,top1_mode_doc_token_id,top1_mode_frac,gt_n_with_label,hits@1,hits@5,hits@10,hits@20,top1_mode_doc_token_str
1261,19,simple,32,8,0.25,25.248708128929138,29.815708246091923,41133,1.0,0,0,0,0,0,@DOC_ID_8803717720023296980@
1362,19,simple,32,8,0.25,35.15302896499634,20.713437000411123,40201,1.0,0,0,0,0,0,@DOC_ID_4603337007508799673@
1468,19,simple,32,8,0.25,18.254029154777527,17.199949003457636,36282,1.0,0,0,0,0,0,@DOC_ID_-3740571018774662654@
1515,19,simple,32,8,0.25,24.663599103689194,27.891739845405915,34225,1.0,0,0,0,0,0,@DOC_ID_-7096255808260532340@
1788,19,simple,32,8,0.25,15.261607944965363,12.541047078524722,32648,1.0,0,0,0,0,0,@DOC_ID_6374151218074394663@
1790,19,simple,32,8,0.25,21.3830304145813,14.618970528070452,37487,1.0,0,0,0,0,0,@DOC_ID_-4069525169908567320@
1802,19,simple,32,8,0.25,34.980415999889374,20.84007480272158,32113,1.0,0,0,0,0,0,@DOC_ID_-6610224977170980268@
1913,19,simple,32,8,0.25,28.616015434265137,21.887492425348558,32106,1.0,0,0,0,0,0,@DOC_ID_6035361184366570886@
2011,19,simple,32,8,0.25,25.853514313697815,24.57252086590138,32124,1.0,0,0,0,0,0,@DOC_ID_-7272129313675735420@
2013,19,simple,32,8,0.25,16.805563926696777,21.760513160980334,32115,1.0,0,0,0,0,0,@DOC_ID_-3191475148767158893@
2067,19,simple,32,8,0.25,27.819708228111267,23.5296378504121,32102,1.0,0,0,0,0,0,@DOC_ID_3180949643664273199@
2165,19,simple,32,8,0.25,46.39185452461243,33.53533778156536,32105,1.0,0,0,0,0,0,@DOC_ID_6328671855929848793@
2217,19,simple,32,8,0.25,25.370778560638428,17.538888361280808,32116,1.0,0,0,0,0,0,@DOC_ID_3600692813210463538@
2227,19,simple,32,8,0.25,19.132511019706726,15.277016903425523,32125,1.0,0,0,0,0,0,@DOC_ID_-5953092230358570947@
2234,19,simple,32,8,0.25,23.170867085456848,22.8810048646429,32123,1.0,0,0,0,0,0,@DOC_ID_8528128027644832489@
2278,19,simple,32,8,0.25,15.77855670452118,6.460405063867967,35969,1.0,0,0,0,0,0,@DOC_ID_2812789240477129384@
2332,19,simple,32,8,0.25,24.02795660495758,24.301419951754763,37316,1.0,0,0,0,0,0,@DOC_ID_5594269509949867805@
2469,19,simple,32,8,0.25,14.159754633903503,10.491159779336334,32113,1.0,0,0,0,0,0,@DOC_ID_-6610224977170980268@
2682,19,simple,32,8,0.25,26.29287749528885,21.23947895056214,40795,1.0,0,0,0,0,0,@DOC_ID_8208347308009152764@
2768,19,simple,32,8,0.25,25.655876636505127,13.613273030593461,32109,1.0,0,0,0,0,0,@DOC_ID_-2644154875949523750@
2812,19,simple,32,8,0.25,21.10228669643402,13.884324396474756,39766,1.0,0,0,0,0,0,@DOC_ID_5738099824320114457@
2840,19,simple,32,8,0.25,36.30476886034012,33.441330682508536,39209,1.0,0,0,0,0,0,@DOC_ID_-6176132661864150170@
2898,19,simple,32,8,0.25,10.605742573738098,7.750699940463021,32101,1.0,0,0,0,0,0,@DOC_ID_-3952149172515325408@
2905,19,simple,32,8,0.25,20.286568522453308,19.45898990590332,32101,1.0,0,0,0,0,0,@DOC_ID_-3952149172515325408@
2925,19,simple,32,8,0.25,22.427855610847473,13.859394742730409,32103,1.0,0,0,0,0,0,@DOC_ID_5450119816198102820@
2989,19,simple,32,8,0.25,13.39472907781601,12.539228864395234,32125,1.0,0,0,0,0,0,@DOC_ID_-5953092230358570947@
3151,19,simple,32,8,0.25,11.695084273815155,7.832202883866716,41869,1.0,0,0,0,0,0,@DOC_ID_-4268051341343650948@
3157,19,simple,32,8,0.25,29.225767374038696,18.15158403925879,32106,1.0,0,0,0,0,0,@DOC_ID_6035361184366570886@
3225,19,simple,32,8,0.25,24.55350959300995,13.608953559358694,32108,1.0,0,0,0,0,0,@DOC_ID_7402252165412431758@
3359,19,simple,32,8,0.25,41.31169128417969,31.85424450502477,32124,1.0,0,0,0,0,0,@DOC_ID_-7272129313675735420@
3364,19,simple,32,8,0.25,34.21357214450836,24.210445405359337,32103,1.0,0,0,0,0,0,@DOC_ID_5450119816198102820@
3408,19,simple,32,8,0.25,35.645018219947815,29.851300632033468,32124,1.0,0,0,0,0,0,@DOC_ID_-7272129313675735420@
3689,19,simple,32,8,0.25,11.579620599746704,5.795611479568325,35897,1.0,0,0,0,0,0,@DOC_ID_-2378274866914704011@
3723,19,simple,32,8,0.25,29.52664279937744,22.271929448725746,32109,1.0,0,0,0,0,0,@DOC_ID_-2644154875949523750@
3724,19,simple,32,8,0.25,33.57341468334198,45.19907788943361,32104,1.0,0,0,0,0,0,@DOC_ID_3369959950731134123@
3801,19,simple,32,8,0.25,29.3659166097641,11.15703810162457,32109,1.0,0,0,0,0,0,@DOC_ID_-2644154875949523750@
3874,19,simple,32,8,0.25,34.98972129821777,22.59620589274702,32122,1.0,0,0,0,0,0,@DOC_ID_8148266614370990423@
3898,19,simple,32,8,0.25,34.81733012199402,47.73470328623229,40605,1.0,0,0,0,0,0,@DOC_ID_-6311914778265000994@
4069,19,simple,32,8,0.25,34.133352518081665,20.742124029101213,32117,1.0,0,0,0,0,0,@DOC_ID_-4636347768352449438@
85,19,simple,32,7,0.21875,27.79088088444301,22.954443399227518,40456,1.0,0,0,0,0,0,@DOC_ID_-2320360237218325930@
179,19,simple,32,7,0.21875,24.62889998299735,24.64050458704772,32123,1.0,0,0,0,0,0,@DOC_ID_8528128027644832489@
227,19,simple,32,7,0.21875,39.4084963117327,36.523438322134254,32116,1.0,0,0,0,0,0,@DOC_ID_3600692813210463538@
335,19,simple,32,7,0.21875,17.299023968832834,14.61850592612664,33894,1.0,0,0,0,0,0,@DOC_ID_-7284642826505525873@
406,19,simple,32,7,0.21875,37.99628904887608,28.68972003874047,32125,1.0,0,0,0,0,0,@DOC_ID_-5953092230358570947@
410,19,simple,32,7,0.21875,18.967723982674734,26.715222141062807,32124,1.0,0,0,0,0,0,@DOC_ID_-7272129313675735420@
480,19,simple,32,7,0.21875,32.192178862435476,22.44689235497844,37082,1.0,0,0,0,0,0,@DOC_ID_-2278700292834160750@
559,19,simple,32,7,0.21875,10.909901891435895,10.482284902840261,32101,1.0,0,0,0,0,0,@DOC_ID_-3952149172515325408@
814,19,simple,32,7,0.21875,19.90468951633998,16.258123548708085,40691,1.0,0,0,0,0,0,@DOC_ID_-3258583725102392340@
863,19,simple,32,7,0.21875,33.18119376046317,35.18566544321193,32101,1.0,0,0,0,0,0,@DOC_ID_-3952149172515325408@
953,19,simple,32,7,0.21875,21.80221884591239,10.891200806875105,39310,1.0,0,0,0,0,0,@DOC_ID_-7941936311040256124@
964,19,simple,32,7,0.21875,16.061272348676408,10.769122872701836,32127,1.0,0,0,0,0,0,@DOC_ID_4385255127522661901@
1120,19,simple,32,7,0.21875,24.32296712057931,14.940484520638533,38965,1.0,0,0,0,0,0,@DOC_ID_-5174037415705562031@
1142,19,simple,32,7,0.21875,18.62431308201381,13.03758836256047,32116,1.0,0,0,0,0,0,@DOC_ID_3600692813210463538@
1183,19,simple,32,7,0.21875,36.09017767224993,36.151887525038354,40551,1.0,0,0,0,0,0,@DOC_ID_3515985474543482606@
1198,19,simple,32,7,0.21875,14.996222632271904,9.570055287335933,41960,1.0,0,0,0,0,0,@DOC_ID_6087243958702853181@
1296,19,simple,32,7,0.21875,14.171319586890084,12.846775279005861,35960,1.0,0,0,0,0,0,@DOC_ID_-6664873744466510748@
1331,19,simple,32,7,0.21875,31.658908571515763,20.668831506003542,32113,1.0,0,0,0,0,0,@DOC_ID_-6610224977170980268@
1415,19,simple,32,7,0.21875,33.24746649605887,27.0329393728264,32109,1.0,0,0,0,0,0,@DOC_ID_-2644154875949523750@
1443,19,simple,32,7,0.21875,14.073957511356898,11.270601305257257,32118,1.0,0,0,0,0,0,@DOC_ID_-2509309753176255993@
1464,19,simple,32,7,0.21875,29.939876828874862,20.616240599311038,40887,1.0,0,0,0,0,0,@DOC_ID_-5435446551698939948@
1481,19,simple,32,7,0.21875,34.976298332214355,22.413604269235496,35884,1.0,0,0,0,0,0,@DOC_ID_-1541753107475401018@
1496,19,simple,32,7,0.21875,33.500197001865935,21.952867960410455,40129,1.0,0,0,0,0,0,@DOC_ID_2670565187885347608@
1522,19,simple,32,7,0.21875,27.988191604614258,15.258744448061371,38897,1.0,0,0,0,0,0,@DOC_ID_-3822686488503434515@
1536,19,simple,32,7,0.21875,24.225441251482284,14.15831056725254,32111,1.0,0,0,0,0,0,@DOC_ID_6070333273965940514@
1587,19,simple,32,7,0.21875,17.136654445103236,17.955399729552614,39994,1.0,0,0,0,0,0,@DOC_ID_4890320554433643097@
1641,19,simple,32,7,0.21875,27.03051389966692,18.336140390628803,32118,1.0,0,0,0,0,0,@DOC_ID_-2509309753176255993@
1658,19,simple,32,7,0.21875,20.62873908451625,21.969451142863434,32116,1.0,0,0,0,0,0,@DOC_ID_3600692813210463538@
1660,19,simple,32,7,0.21875,33.413116455078125,26.746657741243215,32119,1.0,0,0,0,0,0,@DOC_ID_1752410184363595618@
1706,19,simple,32,7,0.21875,25.47142437526158,21.928726205937966,35898,1.0,0,0,0,0,0,@DOC_ID_1662438034562384679@
1718,19,simple,32,7,0.21875,15.783285413469587,17.895096150059867,32997,1.0,0,0,0,0,0,@DOC_ID_-8084481729334695741@
1813,19,simple,32,7,0.21875,24.224925313677108,22.770373363542813,32114,1.0,0,0,0,0,0,@DOC_ID_1551018314916421217@
1840,19,simple,32,7,0.21875,31.94455964224679,26.669287507437378,39515,1.0,0,0,0,0,0,@DOC_ID_134970481958852411@
1848,19,simple,32,7,0.21875,21.429010118756974,12.589097324963364,37422,1.0,0,0,0,0,0,@DOC_ID_4429897991433583002@
1856,19,simple,32,7,0.21875,23.624703543526785,21.800296103501747,34773,1.0,0,0,0,0,0,@DOC_ID_443996118536367623@
1933,19,simple,32,7,0.21875,34.4274114881243,24.55797797203193,40404,1.0,0,0,0,0,0,@DOC_ID_-8193351601155971373@
1941,19,simple,32,7,0.21875,34.46455880573818,17.99204988421693,35585,1.0,0,0,0,0,0,@DOC_ID_2277258106519314703@
1978,19,simple,32,7,0.21875,24.21595709664481,35.197618052479164,32108,1.0,0,0,0,0,0,@DOC_ID_7402252165412431758@
2048,19,simple,32,7,0.21875,20.27939592088972,16.34644102092908,37015,1.0,0,0,0,0,0,@DOC_ID_-6161929721725991256@
2087,19,simple,32,7,0.21875,44.324750082833425,36.32192220417603,32101,1.0,0,0,0,0,0,@DOC_ID_-3952149172515325408@
2108,19,simple,32,7,0.21875,11.136795725141253,6.195531715402003,39348,1.0,0,0,0,0,0,@DOC_ID_-3478596015558220207@
2131,19,simple,32,7,0.21875,17.72664683205741,15.253680577488655,38166,1.0,0,0,0,0,0,@DOC_ID_-4204187987714646026@
2196,19,simple,32,7,0.21875,38.636351449149,30.52117398324495,36457,1.0,0,0,0,0,0,@DOC_ID_-6199847726085575256@
2273,19,simple,32,7,0.21875,29.413603237697057,34.60331926901628,35375,1.0,0,0,0,0,0,@DOC_ID_-1800586441290496254@
2277,19,simple,32,7,0.21875,14.450367382594518,11.259944768184956,35472,1.0,0,0,0,0,0,@DOC_ID_-3515072890512627870@
2347,19,simple,32,7,0.21875,32.33095959254673,22.359926699828964,32109,1.0,0,0,0,0,0,@DOC_ID_-2644154875949523750@
2422,19,simple,32,7,0.21875,22.692559787205287,22.2106688995717,37486,1.0,0,0,0,0,0,@DOC_ID_-8367462529797331702@
2448,19,simple,32,7,0.21875,48.76237045015608,47.060955608734155,33226,1.0,0,0,0,0,0,@DOC_ID_-7211534808705539000@
2455,19,simple,32,7,0.21875,25.25856031690325,21.253923697343854,32125,1.0,0,0,0,0,0,@DOC_ID_-5953092230358570947@
2528,19,simple,32,7,0.21875,32.422737394060405,29.784680256663663,34776,1.0,0,0,0,0,0,@DOC_ID_-1492129793207688334@
2542,19,simple,32,7,0.21875,17.127561841692245,14.494676812098543,32123,1.0,0,0,0,0,0,@DOC_ID_8528128027644832489@
2600,19,simple,32,7,0.21875,18.671013832092285,16.383955948589737,32120,1.0,0,0,0,0,0,@DOC_ID_-1374932068194623395@
2601,19,simple,32,7,0.21875,31.99581023624965,49.555876949956335,32295,1.0,0,0,0,0,0,@DOC_ID_-6978104129384433524@
2664,19,simple,32,7,0.21875,28.267386845179967,22.43348620158362,32104,1.0,0,0,0,0,0,@DOC_ID_3369959950731134123@
2717,19,simple,32,7,0.21875,15.4775972366333,6.950706272454525,37243,1.0,0,0,0,0,0,@DOC_ID_-3205401001674891966@
2737,19,simple,32,7,0.21875,17.34416811806815,6.201542049820997,39963,1.0,0,0,0,0,0,@DOC_ID_3212588740474771329@
2800,19,simple,32,7,0.21875,25.074658461979457,13.592953134591765,32118,1.0,0,0,0,0,0,@DOC_ID_-2509309753176255993@
2835,19,simple,32,7,0.21875,27.52441726412092,20.229010301139816,32108,1.0,0,0,0,0,0,@DOC_ID_7402252165412431758@
2843,19,simple,32,7,0.21875,37.536300250462126,17.66379710518354,32102,1.0,0,0,0,0,0,@DOC_ID_3180949643664273199@
2959,19,simple,32,7,0.21875,14.94208710534232,16.76199476473925,32110,1.0,0,0,0,0,0,@DOC_ID_-3471796156323863710@
3032,19,simple,32,7,0.21875,13.40751498086112,10.435164814053158,36525,1.0,0,0,0,0,0,@DOC_ID_-6217445260268422145@
3041,19,simple,32,7,0.21875,29.773042815072195,23.205225477769265,34884,1.0,0,0,0,0,0,@DOC_ID_4918436276058341346@
3057,19,simple,32,7,0.21875,30.21900020326887,47.45051841663425,32122,1.0,0,0,0,0,0,@DOC_ID_8148266614370990423@
3059,19,simple,32,7,0.21875,12.799016748155866,11.439818572271175,32177,1.0,0,0,0,0,0,@DOC_ID_-3988876736366310677@
3072,19,simple,32,7,0.21875,21.703293664114817,20.57995707438421,32115,1.0,0,0,0,0,0,@DOC_ID_-3191475148767158893@
3166,19,simple,32,7,0.21875,25.24972942897252,25.44654310700381,32109,1.0,0,0,0,0,0,@DOC_ID_-2644154875949523750@
3270,19,simple,32,7,0.21875,17.74893937792097,18.458147852574754,37552,1.0,0,0,0,0,0,@DOC_ID_1222910548280254349@
3283,19,simple,32,7,0.21875,28.033032962254115,20.03199770421018,32117,1.0,0,0,0,0,0,@DOC_ID_-4636347768352449438@
3486,19,simple,32,7,0.21875,8.568231310163226,6.878284573835306,38224,1.0,0,0,0,0,0,@DOC_ID_5966851397327851810@
3493,19,simple,32,7,0.21875,22.51293924876622,21.288489372365223,40793,1.0,0,0,0,0,0,@DOC_ID_-6501302523967245642@
3513,19,simple,32,7,0.21875,16.34214891706194,16.575830195722084,36728,1.0,0,0,0,0,0,@DOC_ID_7266548004626615334@
3560,19,simple,32,7,0.21875,24.037212099347794,17.397823646490203,32120,1.0,0,0,0,0,0,@DOC_ID_-1374932068194623395@
3594,19,simple,32,7,0.21875,12.100600719451904,16.305751696135257,32117,1.0,0,0,0,0,0,@DOC_ID_-4636347768352449438@
3633,19,simple,32,7,0.21875,13.838426181248256,8.824938890815968,37859,1.0,0,0,0,0,0,@DOC_ID_3940960319489404726@
3634,19,simple,32,7,0.21875,20.156593322753906,13.151291340228404,32118,1.0,0,0,0,0,0,@DOC_ID_-2509309753176255993@
3644,19,simple,32,7,0.21875,14.922912052699498,15.754029070631944,40871,1.0,0,0,0,0,0,@DOC_ID_-6727384470417152073@
3714,19,simple,32,7,0.21875,28.08315052304949,26.350697498265596,33955,1.0,0,0,0,0,0,@DOC_ID_-4111447264743680389@
3744,19,simple,32,7,0.21875,20.18434933253697,21.215191850392795,32934,1.0,0,0,0,0,0,@DOC_ID_231093553130007324@
3833,19,simple,32,7,0.21875,50.90322521754673,31.88520975546722,33528,1.0,0,0,0,0,0,@DOC_ID_-8989290261042710578@
3851,19,simple,32,7,0.21875,27.15639523097447,27.526693215660146,33870,1.0,0,0,0,0,0,@DOC_ID_3833287388524454015@
3946,19,simple,32,7,0.21875,41.02060236249651,18.873128129605092,39492,1.0,0,0,0,0,0,@DOC_ID_-3350461630601796940@
3958,19,simple,32,7,0.21875,33.35846369607108,23.319291167556376,39116,1.0,0,0,0,0,0,@DOC_ID_2582327850194530904@
4013,19,simple,32,7,0.21875,15.800849097115654,17.035846043017997,32113,1.0,0,0,0,0,0,@DOC_ID_-6610224977170980268@
4022,19,simple,32,7,0.21875,28.959053584507533,23.59425831189753,34259,1.0,0,0,0,0,0,@DOC_ID_3108880666919893399@
4033,19,simple,32,7,0.21875,29.47069822038923,27.344405018221227,32113,1.0,0,0,0,0,0,@DOC_ID_-6610224977170980268@
4058,19,simple,32,7,0.21875,30.61611693246024,21.494654253239855,32118,1.0,0,0,0,0,0,@DOC_ID_-2509309753176255993@
