layer,neuron,label,flips,precision,recall,F1
18,422,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,431,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,440,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,462,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,466,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,484,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,489,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,514,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,528,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,536,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,593,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,618,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,630,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,631,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,649,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,671,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,671,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,692,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,692,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,705,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,705,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,725,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,738,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,740,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
18,744,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,762,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,763,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,776,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,781,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,818,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,818,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,861,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,863,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,865,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,882,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,897,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,909,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,912,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,956,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,958,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,973,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,983,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,988,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,988,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,1005,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,1020,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,47,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,312,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,858,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,892,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
18,904,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,944,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,1023,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,243,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,761,science,1,0.5,0.0010940919037199124,0.002183406113537118
18,761,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,775,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,880,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,143,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,143,society,1,0.5,0.001841620626151013,0.003669724770642202
18,446,entertainment,1,0.3333333333333333,0.00027948574622694243,0.0005585032113934656
18,446,science,1,0.3333333333333333,0.0010940919037199124,0.0021810250817884407
18,446,sports,1,0.3333333333333333,0.000970873786407767,0.0019361084220716359
18,529,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,708,science,1,0.5,0.0010940919037199124,0.002183406113537118
18,708,society,1,0.5,0.001841620626151013,0.003669724770642202
18,712,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,30,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,62,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,309,science,1,0.5,0.0010940919037199124,0.002183406113537118
18,309,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,879,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,883,science,1,1.0,0.0010940919037199124,0.002185792349726776
18,165,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,165,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,663,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,864,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,928,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,7,society,1,1.0,0.001841620626151013,0.003676470588235294
18,21,society,1,1.0,0.001841620626151013,0.003676470588235294
18,27,society,1,0.5,0.001841620626151013,0.003669724770642202
18,27,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,44,society,1,1.0,0.001841620626151013,0.003676470588235294
18,72,society,1,1.0,0.001841620626151013,0.003676470588235294
18,116,society,1,1.0,0.001841620626151013,0.003676470588235294
18,148,society,1,1.0,0.001841620626151013,0.003676470588235294
18,218,society,1,1.0,0.001841620626151013,0.003676470588235294
18,279,society,1,1.0,0.001841620626151013,0.003676470588235294
18,373,society,1,0.5,0.001841620626151013,0.003669724770642202
18,373,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,475,society,1,1.0,0.001841620626151013,0.003676470588235294
18,552,society,1,1.0,0.001841620626151013,0.003676470588235294
18,604,society,1,1.0,0.001841620626151013,0.003676470588235294
18,661,society,1,1.0,0.001841620626151013,0.003676470588235294
18,680,society,1,1.0,0.001841620626151013,0.003676470588235294
18,698,society,1,1.0,0.001841620626151013,0.003676470588235294
18,750,society,1,1.0,0.001841620626151013,0.003676470588235294
18,783,society,1,1.0,0.001841620626151013,0.003676470588235294
18,787,society,1,1.0,0.001841620626151013,0.003676470588235294
18,799,society,1,1.0,0.001841620626151013,0.003676470588235294
18,833,society,1,1.0,0.001841620626151013,0.003676470588235294
18,847,society,1,1.0,0.001841620626151013,0.003676470588235294
18,889,society,1,0.3333333333333333,0.001841620626151013,0.003663003663003663
18,889,sports,1,0.3333333333333333,0.000970873786407767,0.0019361084220716359
18,889,entertainment,1,0.3333333333333333,0.00027948574622694243,0.0005585032113934656
18,929,society,1,1.0,0.001841620626151013,0.003676470588235294
18,998,society,1,1.0,0.001841620626151013,0.003676470588235294
18,6,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,11,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,41,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,42,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,118,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,119,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,136,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,173,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,177,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,185,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,256,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,256,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,269,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,270,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,291,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,291,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,292,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,307,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,320,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,324,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,325,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,365,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,377,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,420,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,469,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,498,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,523,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,537,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,546,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,576,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,582,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,587,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,588,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,609,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,622,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,646,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,657,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,697,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,707,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,710,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,739,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,742,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,758,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,791,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,792,sports,1,0.5,0.000970873786407767,0.0019379844961240308
18,792,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
18,795,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,798,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,807,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,809,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,814,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,844,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,846,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,862,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,866,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,894,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,898,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,933,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,943,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,974,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,975,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,976,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,990,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,1002,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,1015,sports,1,1.0,0.000970873786407767,0.0019398642095053344
18,56,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,59,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,82,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,104,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,112,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,161,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,222,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,284,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,308,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,356,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,397,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,423,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,562,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,568,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,614,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,643,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,660,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,667,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,720,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,757,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,815,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,817,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,821,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,860,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
18,972,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,22,business,1,1.0,0.00303951367781155,0.00606060606060606
19,90,business,1,1.0,0.00303951367781155,0.00606060606060606
19,166,business,1,1.0,0.00303951367781155,0.00606060606060606
19,658,business,1,0.5,0.00303951367781155,0.006042296072507553
19,658,science,1,0.5,0.0010940919037199124,0.002183406113537118
19,757,business,1,0.2,0.00303951367781155,0.005988023952095809
19,757,science,2,0.4,0.002188183807439825,0.004352557127312296
19,757,society,1,0.2,0.001841620626151013,0.0036496350364963507
19,757,entertainment,1,0.2,0.00027948574622694243,0.0005581914596706671
19,861,business,1,0.5,0.00303951367781155,0.006042296072507553
19,861,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,899,business,1,0.3333333333333333,0.00303951367781155,0.006024096385542169
19,899,entertainment,1,0.3333333333333333,0.00027948574622694243,0.0005585032113934656
19,899,society,1,0.3333333333333333,0.001841620626151013,0.003663003663003663
19,1018,business,1,1.0,0.00303951367781155,0.00606060606060606
19,62,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,75,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,75,society,1,0.5,0.001841620626151013,0.003669724770642202
19,105,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,105,society,1,0.5,0.001841620626151013,0.003669724770642202
19,168,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,179,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,188,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,220,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,260,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,422,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,422,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,457,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,486,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,491,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,505,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,505,science,1,0.5,0.0010940919037199124,0.002183406113537118
19,553,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,565,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,578,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,595,entertainment,2,0.6666666666666666,0.0005589714924538849,0.0011170064227869311
19,595,sports,1,0.3333333333333333,0.000970873786407767,0.0019361084220716359
19,600,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,662,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,764,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,771,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,771,society,1,0.5,0.001841620626151013,0.003669724770642202
19,894,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,907,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,914,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,969,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,1011,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,1023,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,217,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,339,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,339,society,1,0.5,0.001841620626151013,0.003669724770642202
19,640,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,83,science,1,0.3333333333333333,0.0010940919037199124,0.0021810250817884407
19,83,entertainment,2,0.6666666666666666,0.0005589714924538849,0.0011170064227869311
19,432,science,1,1.0,0.0010940919037199124,0.002185792349726776
19,686,science,1,1.0,0.0010940919037199124,0.002185792349726776
19,876,science,1,1.0,0.0010940919037199124,0.002185792349726776
19,905,science,1,1.0,0.0010940919037199124,0.002185792349726776
19,1,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,2,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,5,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,5,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,20,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,21,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,34,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,45,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,49,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,74,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,80,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,88,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,98,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,110,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,122,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,124,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,131,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,131,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,132,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,141,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,141,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,230,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,231,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,238,entertainment,2,0.6666666666666666,0.0005589714924538849,0.0011170064227869311
19,238,sports,1,0.3333333333333333,0.000970873786407767,0.0019361084220716359
19,241,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,241,society,1,0.5,0.001841620626151013,0.003669724770642202
19,242,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,243,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,246,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,246,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,248,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,248,society,1,0.5,0.001841620626151013,0.003669724770642202
19,273,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,273,society,1,0.5,0.001841620626151013,0.003669724770642202
19,276,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,276,science,1,0.5,0.0010940919037199124,0.002183406113537118
19,311,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,314,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,318,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,331,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,333,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,341,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,348,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,363,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,365,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,375,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,382,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,382,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,385,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,401,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,415,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,415,society,1,0.5,0.001841620626151013,0.003669724770642202
19,431,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,438,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,445,entertainment,2,0.6666666666666666,0.0005589714924538849,0.0011170064227869311
19,445,sports,1,0.3333333333333333,0.000970873786407767,0.0019361084220716359
19,465,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,466,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,479,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,485,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,487,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,514,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,530,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,535,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,541,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,541,sports,1,0.5,0.000970873786407767,0.0019379844961240308
19,554,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,581,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,599,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,628,entertainment,2,1.0,0.0005589714924538849,0.00111731843575419
19,630,entertainment,1,1.0,0.00027948574622694243,0.0005588153115395362
19,631,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,631,science,1,0.5,0.0010940919037199124,0.002183406113537118
19,634,entertainment,1,0.5,0.00027948574622694243,0.000558659217877095
19,634,sports,1,0.5,0.000970873786407767,0.0019379844961240308
